X,Y,Z
-116.005295,235.420319,-55.843266
-115.966827,235.399368,-57.122887
-115.968208,235.409317,-58.413445
-116.00898,235.446869,-59.678108
-116.016495,235.552811,-60.816109
-116.106979,235.437714,-62.077759
-116.095062,235.423416,-63.298046
-115.991539,235.309448,-64.440125
-115.918228,235.226181,-65.445526
-115.855835,235.211884,-66.369301
-115.796516,235.259811,-67.297035
-115.813927,235.143463,-68.303055
-115.852051,235.126633,-69.424767
-115.922234,235.102737,-70.510757
-116.048233,235.145569,-71.49733
-115.996559,235.211197,-72.559975
-115.975586,235.226013,-73.506775
-115.597313,235.077148,-74.102882
-115.132477,235.042221,-74.415237
-114.718147,235.088943,-74.511154
-114.386826,235.0466,-74.653481
-114.05542,234.980225,-74.905449
-113.682068,235.088135,-74.909683
-113.280533,235.09816,-74.989471
-112.833771,235.245529,-74.871895
-112.414673,235.271179,-74.932518
-111.945854,235.354065,-74.86364
-111.531746,235.372238,-74.788391
-110.937347,235.535446,-74.498001
-110.417519,235.414627,-74.532928
-109.843224,235.414474,-74.272514
-109.31443,235.390991,-74.052246
-108.691261,235.384796,-73.908806
-108.010933,235.484146,-73.551834
-107.359756,235.510468,-73.195099
-106.719032,235.410812,-73.02269
-106.010719,235.341309,-72.781357
-105.298531,235.481705,-72.43866
-104.604828,235.46022,-72.119682
-103.917656,235.47023,-71.83358
-103.243156,235.459747,-71.386932
-102.578384,235.3965,-71.002487
-101.818413,235.364502,-70.531754
-100.949364,235.455872,-69.8638
-100.070702,235.45018,-69.229248
-99.276031,235.32048,-68.511635
-98.436195,235.315598,-67.646027
-97.60228,235.429611,-66.812904
-96.859062,235.395584,-66.116364
-96.122993,235.357162,-65.426857
-95.383224,235.320511,-64.708504
-94.666977,235.348907,-63.913822
-93.982063,235.348129,-63.15741
-93.346077,235.331299,-62.407196
-92.679878,235.378082,-61.559021
-92.117615,235.423981,-60.692013
-91.572289,235.457214,-59.836834
-90.923912,235.546234,-59.023457
-90.354782,235.446609,-58.234406
-89.888405,235.534805,-57.265999
-89.43232,235.207779,-56.689816
-88.986153,235.288315,-55.70879
-88.458206,235.29776,-54.840359
-87.841988,235.400726,-53.845005
-87.29245,235.365219,-52.72768
-86.578964,235.515503,-51.63459
-86.054138,235.528732,-50.435463
-85.490395,235.528137,-49.16946
-84.887779,235.575577,-47.748985
-84.246719,235.456223,-46.526836
-83.543465,235.631775,-45.033802
-82.903496,235.568054,-43.603886
-82.19368,235.661865,-41.998344
-81.544159,235.575241,-40.390594
-80.814758,235.695923,-38.626617
-80.075478,235.678177,-36.91674
-79.48999,235.840485,-35.002289
-78.873772,235.822586,-33.141659
-78.2686,235.799469,-31.435411
-77.674271,235.8246,-29.596596
-77.201881,235.805069,-27.756704
-76.713676,235.918686,-25.903765
-76.279022,235.770233,-24.068096
-75.949883,235.90361,-22.044216
-75.581032,235.717056,-20.166279
-75.292038,235.716293,-18.048553
-75.072174,235.657471,-15.991487
-74.746231,235.715012,-13.77237
-74.513603,235.871506,-11.498543
-74.376114,235.84816,-9.210087
-74.122131,235.902725,-6.977243
-73.92923,236.042374,-4.69091
-73.731781,236.104172,-2.398326
-73.589867,236.15303,-0.124645
-73.461487,236.286667,2.116383
-73.506592,236.224945,4.144441
-73.515312,236.262238,6.167031
-73.597572,236.170746,7.977461
-73.70285,236.28775,9.964272
-73.737999,236.459793,12.02058
-73.948975,236.550339,13.902769
-74.076256,236.512314,15.674405
-74.265869,236.635117,17.562355
-74.536697,236.66011,19.396908
-74.79406,236.689636,21.203894
-75.059296,236.633331,22.751179
-75.405472,236.728851,24.373156
-75.67997,236.787155,25.997734
-75.862144,236.755264,27.515049
-76.194344,236.774124,28.978727
-76.408142,236.827347,30.378258
-76.649681,236.847244,31.742842
-76.906898,236.90274,33.048939
-77.102684,236.995056,34.294445
-77.308235,236.966858,35.539902
-77.468407,236.907791,36.753162
-77.563431,237.004242,38.061306
-77.680565,236.96962,39.357021
-77.780426,236.902084,40.567131
-77.886963,236.952072,41.811115
-78.004723,236.906219,43.082474
-78.059799,236.755524,44.190578
-78.102188,236.796341,45.375088
-78.161018,236.709076,46.51173
-78.162857,236.713959,47.730862
-78.160408,236.734558,48.946903
-78.174057,236.760178,50.217957
-78.195869,236.659882,51.476368
-78.226212,236.75621,52.818695
-78.243042,236.721664,54.029636
-78.188347,236.699936,55.20903
-78.137482,236.712067,56.311951
-78.028648,236.765015,57.48447
-77.952827,236.694168,58.613922
-77.797691,236.646118,59.724392
-77.659813,236.657623,60.993774
-77.469223,236.690842,62.276978
-77.279572,236.701294,63.544571
-77.030861,236.705887,64.827637
-76.806908,236.716248,66.152596
-76.585121,236.719757,67.486855
-76.323997,236.743576,68.814781
-76.011879,236.763519,70.13073
-75.789894,236.734879,71.390083
-75.650864,236.656204,72.628136
-75.401794,236.697144,73.823509
-75.224792,236.749954,75.037651
-74.993408,236.717911,76.246819
-74.670509,236.757874,77.412415
-74.329422,236.8004,78.583542
-73.95845,236.743073,79.666397
-73.565994,236.799393,80.717476
-73.175133,236.751297,81.755463
-72.779572,236.734177,82.801346
-72.244278,236.708649,83.895256
-71.840393,236.749771,84.98481
-71.347519,236.70488,86.121513
-70.841522,236.716003,87.296555
-70.332237,236.652054,88.550789
-69.836433,236.781738,89.829926
-69.305428,236.781693,91.114723
-68.789116,236.75943,92.408073
-68.273354,236.732147,93.65876
-67.707771,236.70256,94.769554
-67.18502,236.714798,95.931961
-66.616432,236.743637,96.883148
-66.020309,236.698837,97.776985
-65.53582,236.709869,98.661026
-64.909431,236.711639,99.38665
-64.285828,236.626663,100.018723
-63.624657,236.670029,100.575256
-62.907211,236.656998,101.089661
-62.05851,236.673279,101.475418
-61.35088,236.612061,101.811005
-60.610386,236.625305,102.088104
-59.742046,236.604828,102.280106
-58.960995,236.575485,102.388405
-58.023888,236.614243,102.384415
-57.159336,236.556656,102.276611
-56.232052,236.649567,102.021172
-55.312366,236.564575,101.663673
-54.320229,236.568314,101.258209
-53.456276,236.661667,100.656891
-52.447365,236.662155,100.106049
-51.3685,236.548843,99.405785
-50.369087,236.572021,98.661011
-49.174957,236.626892,97.911415
-48.083374,236.548019,97.087517
-46.90168,236.542648,96.281532
-45.727989,236.567703,95.407143
-44.648266,236.522339,94.481308
-43.545635,236.497513,93.612312
-42.395866,236.493927,92.756104
-41.256016,236.448059,91.827667
-40.139393,236.409988,90.813751
-39.040649,236.414886,89.763481
-37.998436,236.431641,88.747673
-36.898731,236.457611,87.6968
-35.811031,236.411209,86.61969
-34.844162,236.317047,85.628448
-33.821632,236.295654,84.56356
-32.911461,236.295776,83.513878
-32.052635,236.249222,82.487404
-31.190529,236.208923,81.419739
-30.431072,236.168686,80.38192
-29.735922,236.193893,79.310532
-29.075424,236.209442,78.206085
-28.525187,236.157745,77.2099
-27.86076,236.172195,76.159119
-27.307459,236.140198,75.083176
-26.748844,236.035782,74.039612
-26.197399,236.082047,72.945503
-25.739405,236.042343,71.756531
-25.241827,235.968948,70.675758
-24.874592,236.022751,69.463264
-24.485418,235.928055,68.32338
-24.205168,235.983353,67.017769
-24.007053,235.981323,65.673431
-23.715673,235.886398,64.178085
-23.527529,235.956009,62.626064
-23.29706,235.96936,60.975792
-23.11586,235.983124,59.403496
-22.866713,235.944687,57.748039
-22.681118,235.98999,56.13652
-22.442282,235.975876,54.486435
-22.242809,235.929077,52.887909
-22.021763,235.895599,51.221024
-21.894951,235.946335,49.576405
-21.720579,235.830933,47.792732
-21.536274,235.891739,46.002033
-21.370382,235.751251,44.213676
-21.254311,235.73259,42.464172
-21.123989,235.659302,40.542881
-21.062849,235.672653,38.784203
-20.905176,235.544922,36.926571
-20.905548,235.505798,35.101192
-20.776518,235.486282,33.177612
-20.684389,235.475754,31.343777
-20.625601,235.336166,29.44239
-20.608753,235.358307,27.649105
-20.560881,235.233154,25.82868
-20.50131,235.332855,24.066025
-20.576159,235.150101,22.133284
-20.570848,235.116058,20.333689
-20.576809,234.993851,18.531349
-20.623398,234.928741,16.713011
-20.700529,234.977951,14.95225
-20.679522,234.94072,13.070524
-20.792976,234.897476,11.223468
-20.796328,234.705917,9.31923
-20.738874,234.541397,7.477126
-20.885887,234.57106,5.687117
-20.866678,234.57608,3.968691
-20.854956,234.459808,2.211787
-20.900404,234.46228,0.399041
-20.92313,234.538803,-1.293726
-20.790104,234.423965,-3.131464
-20.876854,234.455154,-4.988391
-20.866365,234.328049,-6.832048
-20.9146,234.482452,-8.666022
-20.893385,234.161346,-10.751291
-20.902279,234.224731,-12.697769
-20.867388,234.287506,-14.541628
-20.807617,234.150772,-16.5488
-20.727106,234.187927,-18.318663
-20.632088,234.04541,-20.12047
-20.632832,234.070847,-21.855206
-20.573238,234.110962,-23.404413
-20.388861,233.948807,-25.015572
-20.287905,233.958954,-26.443714
-20.07276,234.007782,-27.870731
-19.927408,234.046341,-29.286921
-19.758799,234.032043,-30.739948
-19.589432,233.849762,-32.137287
-19.364876,233.910141,-33.309925
-19.261995,233.853546,-34.484886
-19.128483,233.760635,-35.609211
-19.00568,233.817276,-36.707886
-18.877901,233.687027,-37.762722
-18.731888,233.725113,-38.886993
-18.694017,233.646713,-40.027554
-18.693836,233.460922,-41.016247
-18.594007,233.582397,-41.919304
-18.598946,233.487061,-42.884678
-18.603914,233.545486,-43.84869
-18.640385,233.405945,-44.848595
-18.660604,233.313782,-45.859394
-18.833363,233.531265,-46.676773
-18.919661,233.355743,-47.654968
-18.99493,233.293503,-48.628372
-19.148499,233.46199,-49.485291
-19.263527,233.262207,-50.424377
-19.540571,233.407104,-51.304359
-19.745995,233.401642,-52.25713
-20.055397,233.257492,-53.236645
-20.448055,233.356583,-54.089714
-20.910126,233.267715,-55.073387
-21.45203,233.351105,-55.920193
-22.027935,233.346619,-56.834068
-22.667042,233.373978,-57.552902
-23.273031,233.481506,-58.109875
-24.015705,233.51767,-58.713631
-24.855631,233.468979,-59.340992
-25.781927,233.504364,-59.930382
-26.778612,233.507721,-60.528526
-27.979155,233.382767,-61.257763
-29.215107,233.483292,-61.647373
-30.55002,233.505997,-62.257473
-32.243481,233.55722,-62.746033
-33.851852,233.806229,-63.157536
-35.674881,233.903488,-63.601181
-37.37804,233.895157,-63.808361
-39.000347,233.995209,-64.057404
-40.589191,234.048843,-64.152802
-42.195309,234.150742,-64.355377
-43.777279,234.295593,-64.511421
-45.405655,234.235229,-64.738876
-46.929562,234.408066,-64.822067
-48.470413,234.474777,-64.936287
-49.945499,234.52536,-64.95462
-51.366325,234.607162,-65.014442
-52.746311,234.628448,-65.061516
-54.099087,234.677689,-65.149529
-55.489697,234.59877,-65.298752
-56.765282,234.588638,-65.465965
-58.014942,234.604828,-65.560165
-59.313465,234.540634,-65.667557
-60.635632,234.504227,-65.754623
-61.880245,234.520172,-65.781708
-63.094482,234.465576,-65.790627
-64.241783,234.531403,-65.771782
-65.427155,234.536896,-65.763992
-66.605125,234.469299,-65.77636
-67.707733,234.41272,-65.85405
-68.840988,234.413147,-65.850487
-69.914299,234.486237,-65.886017
-71.042389,234.62796,-65.817322
-72.251038,234.673294,-65.843491
-73.381264,234.679184,-65.997177
-74.566139,234.6371,-65.999046
-75.80127,234.713562,-66.04937
-76.950195,234.708344,-66.068413
-78.142441,234.739883,-66.059525
-79.347618,234.813507,-66.055183
-80.42392,234.921967,-66.065613
-81.643082,234.792175,-66.323997
-82.886368,234.908112,-66.515862
-84.14016,234.703079,-67.17263
-85.557091,234.647446,-67.781921
-87.072159,234.812256,-68.259956
-88.321381,234.873611,-68.863525
-89.537369,234.937286,-69.410713
-90.533264,234.910187,-70.081352
-91.489944,234.849838,-70.814911
-92.191154,234.832733,-71.605087
-92.648445,234.8685,-72.333633
-93.027397,234.892792,-73.083099
-93.158646,234.906403,-73.852898
-93.241768,234.90358,-74.693771
-93.019516,234.881821,-75.420258
-92.626137,234.85083,-75.952797
-92.048248,234.740234,-76.50486
-91.284599,234.762222,-76.927361
-90.25721,234.679245,-77.383545
-88.397255,232.978943,-78.99398
-87.73127,233.417374,-79.041855
-86.47242,233.515182,-79.296082
-85.143929,233.584,-79.492691
-83.693863,233.787735,-79.615387
-82.19648,233.924149,-79.751732
-80.652084,233.959595,-79.897636
-79.026611,233.975189,-80.142357
-77.341232,234.120453,-80.179688
-75.635284,234.184418,-80.429573
-73.986862,234.065414,-80.786545
-72.305679,234.039459,-81.143509
-70.6446,233.981735,-81.498169
-68.974075,233.872787,-81.906929
-67.096573,234.018463,-82.25267
-65.494087,233.917023,-82.524681
-63.86002,233.845093,-82.924294
-62.315796,233.79155,-83.197571
-60.735023,233.716736,-83.586212
-59.242622,233.695282,-83.888054
-57.700771,233.70787,-84.314156
-56.252224,233.707626,-84.647331
-54.754387,233.708099,-85.016525
-53.270844,233.684677,-85.41922
-51.886627,233.744522,-85.791008
-50.480431,233.773804,-86.231926
-49.148003,233.707916,-86.668587
-47.805016,233.659622,-86.965302
-46.414215,233.441132,-87.221901
-44.974213,233.35556,-87.139191
-43.63382,233.412827,-86.830086
-42.104965,233.497787,-86.421677
-40.803131,233.469345,-86.2146
-39.601276,233.518936,-86.00589
-38.398506,233.379349,-85.917572
-37.167152,233.368774,-85.821579
-36.049587,233.318481,-85.684776
-34.875786,233.334335,-85.444374
-33.796463,233.285614,-85.227173
-32.683033,233.314362,-85.074249
-31.761412,233.354523,-84.786621
-30.718128,233.334381,-84.651672
-29.869423,233.358017,-84.403427
-28.909443,233.119217,-84.349792
-27.996992,233.207825,-84.081017
-27.021997,233.138916,-83.902382
-26.15559,233.178253,-83.608643
-25.369608,233.305405,-83.342072
-24.570272,233.033768,-83.294373
-23.840902,233.181488,-83.132065
-22.970779,232.893555,-83.07058
-22.079826,232.87944,-82.827469
-20.966038,232.856506,-82.709389
-19.916845,232.762848,-82.479286
-18.801573,232.782181,-82.327469
-17.73234,232.640732,-82.142471
-16.756369,232.514725,-81.838272
-15.799321,232.544525,-81.445793
-14.920258,232.558975,-81.015739
-14.291351,232.659943,-80.635025
-13.729171,232.705338,-80.185158
-13.424488,232.786423,-79.829163
-13.147537,232.929962,-79.483437
-13.077113,232.79097,-79.294258
-13.200525,232.929886,-79.060135
-13.628459,232.96022,-79.164322
-14.32688,233.070953,-79.388489
-15.34498,232.949295,-79.764214
-16.574602,232.998215,-80.24955
-18.108902,233.043442,-80.756302
-19.775938,233.21611,-81.249557
-21.552492,233.073624,-82.064804
-23.558851,233.108521,-82.911835
-25.644445,233.015244,-83.969589
-27.832651,233.000534,-84.76432
-30.096157,233.052277,-85.361443
-32.477306,232.910553,-85.989922
-34.853653,233.035156,-86.312881
-37.209633,233.144821,-86.725983
-39.636093,233.243149,-87.010391
-42.043465,233.334076,-87.327194
-44.399017,233.669556,-87.217995
-46.812027,233.751465,-87.023361
-49.017262,234.023941,-86.760918
-51.244049,234.069565,-86.748497
-53.570038,234.02095,-86.67244
-55.850929,234.021652,-86.680328
-57.960491,233.966965,-86.819366
-59.975044,234.126266,-86.74604
-62.027515,234.181915,-86.839211
-63.973167,234.299973,-86.73185
-66.023636,234.266556,-86.607803
-67.964828,234.365143,-86.315727
-69.788834,234.536377,-85.940346
-71.607391,234.641953,-85.659103
-73.333855,234.477875,-85.430031
-74.983017,234.690643,-85.057709
-76.75753,234.692047,-84.789406
-78.43457,234.694107,-84.430077
-80.128815,234.757507,-83.996651
-81.740585,234.748337,-83.612511
-83.390846,234.759445,-83.161827
-85.092072,234.612106,-82.779549
-86.647751,234.557648,-82.374817
-88.683525,234.986954,-81.68885
-90.3423,235.12175,-81.084015
-91.998192,235.113144,-80.540237
-93.537575,235.135071,-79.965622
-95.073235,235.272919,-79.310326
-96.468384,235.239273,-78.812897
-97.860336,235.397064,-78.120056
-99.182175,235.349335,-77.719093
-100.530891,235.387207,-77.256859
-101.829842,235.396652,-76.858315
-103.039658,235.381805,-76.438103
-104.139572,235.441208,-75.930473
-105.343002,235.557678,-75.389893
-106.217545,235.67009,-74.766815
-107.141388,235.652481,-74.309143
-107.896774,235.715775,-73.730469
-108.504501,235.794724,-73.161362
-109.037056,235.83519,-72.551102
-109.466454,235.782944,-72.075394
-109.802475,235.865677,-71.470795
-109.951782,235.856796,-70.908699
-109.908356,235.955658,-70.338188
-109.676315,235.913757,-69.745598
-109.189445,236.001312,-68.99926
-108.533607,236.02504,-68.124619
-107.668655,236.038269,-67.28363
-106.576012,236.055557,-66.426155
-105.251488,236.072098,-65.358757
-103.726692,236.190414,-64.191429
-101.972748,236.074478,-63.22488
-100.034523,236.186203,-62.150776
-98.122116,236.09552,-61.299862
-96.043167,236.062851,-60.492397
-93.880028,236.018982,-59.634239
-91.677277,235.947784,-58.760704
-89.414345,235.985489,-57.770073
-87.115494,236.0672,-56.68634
-84.928665,235.925293,-55.689842
-82.641365,235.906387,-54.650517
-80.283966,235.889282,-53.693474
-78.055725,235.787308,-53.125172
-75.94799,235.701645,-52.498699
-73.733574,235.757416,-51.894695
-71.576569,235.693253,-51.316322
-69.349564,235.61821,-50.633789
-67.05761,235.717926,-49.74086
-64.779037,235.583786,-49.06678
-62.553085,235.67746,-48.085289
-60.355618,235.699387,-47.123707
-58.302624,235.447556,-46.182365
-56.224171,235.515518,-45.085037
-54.331863,235.444962,-43.948208
-52.500015,235.206665,-42.866528
-50.662308,235.274094,-41.673374
-48.899727,235.260803,-40.431915
-47.070694,235.147903,-39.159912
-45.230888,235.048706,-37.742588
-43.443825,234.917221,-36.303589
-41.77285,234.834793,-34.714016
-40.041672,234.768585,-33.108166
-38.258213,234.731964,-31.314983
-36.434456,234.912109,-29.307327
-34.634148,234.76265,-27.383881
-32.85471,234.765793,-25.354692
-31.336218,234.829681,-23.26548
-29.948009,234.932449,-21.219868
-28.466393,234.855988,-19.303373
-27.199532,234.907196,-17.35253
-25.910425,234.788574,-15.615621
-24.52803,234.843323,-13.857231
-23.191799,234.628204,-12.250229
-21.871752,234.783707,-10.467003
-20.416088,234.545532,-8.786964
-19.120378,234.5802,-6.876367
-17.964375,234.103897,-4.888752
-17.917986,234.305344,-3.007079
-18.357973,234.569534,-1.234942
-18.858557,234.799896,0.376633
-19.008175,234.912338,2.049428
-18.583914,234.730103,3.634901
-18.221506,234.738052,5.169304
-17.861454,234.601746,6.453806
-17.943043,234.622543,7.497088
-18.133083,234.776825,8.607194
-18.568502,234.778,9.733928
-18.777174,234.912613,10.940472
-18.843454,234.944855,12.125074
-18.89455,234.943863,13.258346
-18.964169,234.966232,14.495467
-19.011444,235.002518,15.914125
-19.044798,235.143555,17.337639
-19.110472,234.998795,18.426195
-19.240211,235.116409,19.43836
-19.55934,235.15686,20.146696
-20.04435,235.205002,20.656843
-20.838173,235.329407,20.979048
-21.55624,235.229431,21.126804
-22.389088,235.400833,21.195004
-23.119894,235.399719,21.235836
-23.73494,235.469162,21.322958
-24.314695,235.31456,21.181074
-24.833775,235.426102,20.950886
-25.308393,235.342972,20.473829
-25.77961,235.362442,19.882921
-26.284788,235.406784,19.276804
-26.976849,235.449127,18.613668
-27.817093,235.433777,17.987417
