X,Y,Z
-28.746513,235.45314,17.257374
-29.624363,235.479568,16.59256
-30.49782,235.504166,15.941795
-31.498291,235.5112,15.214213
-32.564236,235.441879,14.579246
-33.85434,235.556305,13.965229
-35.071426,235.557068,13.32085
-36.447437,235.569382,12.463006
-37.815529,235.627197,11.711445
-39.076859,235.635818,10.937721
-40.318237,235.67688,10.220712
-41.50798,235.706711,9.52346
-42.770702,235.688309,8.837264
-44.015839,235.733505,8.283591
-45.036659,235.757904,7.939811
-45.74601,235.716003,7.903251
-46.458866,235.691818,8.115684
-47.044037,235.530914,8.561011
-47.9785,235.605942,8.979838
-49.300083,235.798386,9.292469
-50.60508,235.907074,9.655789
-51.917042,236.010101,10.192973
-53.248669,236.057251,10.646457
-54.622089,236.055267,11.233261
-55.975048,236.271408,11.795016
-57.364017,236.219223,12.464616
-58.585514,236.328354,13.234723
-59.757236,236.384064,14.277525
-61.008865,236.203552,15.387682
-62.385033,236.333466,16.512684
-63.915916,236.463409,17.679255
-65.463623,236.506866,18.795593
-66.797234,236.536148,20.020342
-68.118317,236.570129,21.185757
-69.406326,236.515167,22.088547
-70.831657,236.606598,23.031603
-72.303932,236.600372,23.71418
-73.881317,236.570557,24.22373
-75.34977,236.65567,24.597588
-76.771294,236.547455,24.733086
-78.169662,236.579071,24.63699
-79.456078,236.649963,24.348141
-80.74131,236.606079,23.980453
-82.010941,236.557678,23.537977
-83.372253,236.540161,22.999062
-84.750114,236.528214,22.443995
-86.214287,236.662415,21.981386
-87.657265,236.621353,21.32523
-89.159134,236.654572,20.707783
-90.793755,236.68338,20.057892
-92.398178,236.765137,19.505116
-94.143936,236.709381,18.895578
-95.865311,236.845963,18.579493
-97.742973,236.861145,18.120943
-99.609444,236.770309,17.576637
-101.499916,236.883743,16.997765
-103.550507,236.887238,16.327248
-105.581696,236.879166,15.564959
-107.610901,237.015793,14.98868
-109.55397,236.98439,14.337582
-111.574364,237.097916,13.750838
-113.320244,237.125351,13.183773
-115.082855,237.083206,12.603743
-116.652428,237.277069,12.184835
-118.192337,237.146271,11.819368
-119.46521,237.068832,11.537121
-120.395683,237.208725,11.438548
-121.110558,237.169525,11.402137
-121.47348,237.256409,11.322997
-121.514816,237.179626,11.145875
-121.317902,237.230408,11.02403
-120.768372,237.38028,11.062266
-119.990479,237.37616,10.844728
-118.972862,237.525558,10.775467
-117.823608,237.694046,10.840896
-116.302803,237.655167,10.662283
-114.496902,237.822693,10.691221
-112.615799,237.617432,10.503764
-110.40831,237.650665,10.415593
-108.07267,237.57486,10.405965
-105.852867,237.60759,10.573442
-103.440544,237.500961,10.642796
-100.9394,237.504227,11.226481
-98.431152,237.381927,11.679883
-95.952042,237.355972,12.258513
-93.410316,237.280655,12.796323
-90.774368,237.282135,13.603802
-88.060463,237.13063,14.357239
-85.374016,237.012039,15.161653
-82.567451,236.927048,15.994411
-79.9319,236.800278,16.92248
-77.253693,236.793152,17.84263
-74.692978,236.728622,18.704908
-72.20697,236.811279,19.633455
-69.805023,236.739716,20.374338
-67.410172,236.672119,20.943964
-64.940857,236.570374,21.424318
-62.571587,236.47197,21.827042
-60.24791,236.429047,22.008038
-58.048592,236.480682,22.149488
-55.881191,236.304535,22.134674
-53.788193,236.2742,22.18302
-51.718304,236.151871,22.211855
-49.669258,236.144302,22.276299
-47.662552,236.049561,22.224178
-45.747295,235.86293,22.151701
-43.742142,235.738373,22.173073
-41.898937,235.565063,22.131359
-40.184788,235.474594,22.199131
-38.371067,235.480301,22.334612
-36.802711,235.529373,22.493998
-35.154266,235.376205,22.710882
-33.592999,235.320877,22.993328
-32.026485,235.279968,23.376486
-30.595381,235.327087,23.789835
-29.307724,235.210098,24.175406
-28.158026,235.30304,24.592642
-26.883041,235.160492,25.056095
-25.816404,235.216721,25.421091
-24.83536,235.189056,25.674904
-23.992844,235.060059,25.932724
-23.36161,235.079086,26.210018
-22.862871,234.994186,26.338604
-22.663725,235.070404,26.586344
-22.586252,235.110657,26.820189
-22.638393,235.077805,26.935373
-22.995226,235.169083,27.022009
-23.383862,235.091736,27.012993
-24.153107,235.139206,27.179466
-25.154207,235.308136,27.273237
-26.360727,235.419937,27.340893
-27.640192,235.562622,27.406315
-29.159611,235.534378,27.32358
-30.831224,235.647461,27.344999
-32.744202,235.670609,27.405905
-34.723839,235.689957,27.5135
-36.926201,235.876755,27.537561
-39.18647,235.96048,27.69825
-41.478439,236.108688,27.728142
-43.876366,236.17189,27.869631
-46.229836,236.2771,28.045897
-48.732616,236.327866,28.319988
-51.16333,236.396759,28.636436
-53.737843,236.462448,29.036243
-56.354736,236.47258,29.482218
-58.96019,236.615265,30.036093
-61.670277,236.645447,30.756107
-64.360855,236.659958,31.592808
-67.107948,236.701859,32.491371
-69.725189,236.794037,33.330563
-72.360588,236.745163,34.2421
-74.834709,236.812134,35.082993
-77.177063,236.838715,36.031029
-79.537674,236.839203,36.858341
-81.755157,236.882339,37.750576
-83.951698,236.923737,38.739494
-86.156502,236.95903,39.630653
-88.473389,237.055405,40.634922
-90.698494,237.128799,41.596481
-93.044594,237.261078,42.630692
-95.417137,237.279922,43.772705
-97.768517,237.301331,44.790787
-100.098,237.367371,45.9384
-102.34697,237.407745,46.900124
-104.671738,237.482239,48.001671
-106.855194,237.607468,48.924419
-109.075172,237.679306,49.957554
-111.122681,237.713791,50.873669
-113.121246,237.719528,51.843906
-115.170441,237.906967,53.003906
-116.992516,237.992798,54.089832
-118.969978,237.913528,55.176403
-120.752434,237.892456,56.259125
-122.410896,238.04953,57.519901
-123.861397,238.024551,58.516964
-125.104843,238.032745,59.520538
-126.119476,238.103653,60.483345
-126.980392,238.063232,61.32
-127.62146,238.10408,62.104042
-128.059067,238.218979,62.931522
-128.170578,238.123184,63.481018
-127.827751,238.123032,64.129745
-127.429604,238.343094,64.778999
-126.70256,238.234802,65.144814
-125.781609,238.185852,65.674873
-124.599014,238.372192,66.276711
-123.190231,238.328537,66.795876
-121.563576,238.334534,67.545341
-119.833542,238.384979,68.261589
-117.911682,238.325989,68.927505
-115.913193,238.347626,69.827232
-113.930145,238.388748,70.763069
-111.741966,238.447495,71.880653
-109.566292,238.150116,73.049385
-107.293846,238.081894,74.09922
-105.182564,238.099091,75.496811
-103.141365,237.799469,76.740959
-100.959839,237.700867,78.329758
-98.704239,237.555176,79.728157
-96.539185,237.616379,81.426262
-94.492538,237.553574,83.127441
-92.432426,237.585144,84.865097
-90.448982,237.508865,86.540382
-88.442291,237.546036,88.213341
-86.534126,237.453842,89.927063
-84.655968,237.386642,91.527367
-82.65889,237.315109,92.916023
-80.714935,237.334702,94.296806
-78.721931,237.243179,95.463737
-76.686241,237.282822,96.450111
-74.75798,237.232452,97.288246
-72.893822,237.067535,97.963387
-70.991493,237.071854,98.640625
-69.064735,237.092804,99.204025
-67.212959,237.041229,99.624504
-65.320023,237.007141,99.879829
-63.436531,236.925049,100.053307
-61.648903,236.93634,100.205032
-59.90181,236.895386,100.183205
-58.137848,236.889694,100.078094
-56.476078,236.874908,99.901169
-54.830441,236.830093,99.581543
-53.233799,236.759888,99.203529
-51.551403,236.703659,98.74453
-49.850018,236.674454,98.201538
-48.142246,236.622635,97.626259
-46.51152,236.6035,96.933243
-44.871422,236.629623,96.192635
-43.338089,236.577209,95.459846
-41.770123,236.579315,94.604256
-40.134438,236.497375,93.73999
-38.60796,236.590302,92.761505
-37.015194,236.570038,91.627762
-35.431877,236.557831,90.642044
-33.985363,236.542191,89.47744
-32.553066,236.490585,88.420006
-31.183826,236.546661,87.440041
-29.882658,236.469254,86.356491
-28.649466,236.485458,85.240631
-27.433477,236.43219,84.078285
-26.153297,236.37767,82.953094
-24.931944,236.203171,81.688042
-23.800529,236.14653,80.482849
-22.877501,236.134521,79.304626
-22.048487,236.089676,78.118851
-21.292696,235.973816,76.888687
-20.71472,235.963318,75.47097
-20.100784,235.948196,73.961128
-19.628258,235.846497,72.364891
-19.308329,235.814926,70.662651
-19.098083,235.90509,68.978172
-19.155453,235.956741,67.279716
-19.261396,235.967743,65.617928
-19.459621,235.990341,63.974716
-19.719814,235.971344,62.211319
-19.993776,235.969528,60.410629
-20.483376,235.92038,58.474743
-21.046457,235.980042,56.498131
-21.642542,236.01239,54.573483
-22.292416,236.028107,52.603184
-22.990194,236.058395,50.747322
-23.648064,235.993942,48.939098
-24.32304,235.976898,47.212601
-24.943132,235.909271,45.41312
-25.696177,236.009247,43.637943
-26.404881,236.032928,41.780708
-27.170649,235.940521,39.955616
-27.809065,235.944275,38.164101
-28.440674,235.824646,36.362911
-29.00877,235.799774,34.595032
-29.613861,235.748566,32.755402
-30.186863,235.71553,30.907413
-30.696732,235.687012,28.974016
-31.0968,235.686569,27.073233
-31.484776,235.761078,25.128794
-31.781044,235.617477,22.957039
-32.099499,235.571548,20.731981
-32.322567,235.462097,18.42436
-32.597122,235.38382,15.977508
-32.981003,235.422684,13.521751
-33.442211,235.383026,10.779955
-33.829536,235.270081,8.073887
-34.182808,235.227341,5.319804
-34.586494,235.208786,2.496467
-34.867496,235.14563,-0.265907
-35.292103,235.026794,-3.102573
-35.651863,234.94014,-5.908827
-36.113041,234.91655,-8.713345
-36.563953,234.889923,-11.515705
-37.132698,234.735001,-14.348705
-37.650761,234.87114,-17.06958
-38.173561,234.813385,-19.916063
-38.636044,234.738083,-22.854038
-39.112633,234.686234,-25.673672
-39.63699,234.650711,-28.521111
-40.121544,234.587555,-31.239677
-40.581779,234.50386,-34.077068
-40.987579,234.414673,-36.657673
-41.410477,234.658478,-39.042667
-41.750404,234.70752,-41.429085
-42.181824,234.754623,-43.868656
-42.520969,234.636703,-46.207497
-42.731678,234.305878,-48.597439
-42.965446,234.383728,-50.822899
-43.416813,234.209854,-53.076401
-43.624138,234.38475,-55.075356
-43.94025,234.285782,-57.209045
-44.12009,234.416992,-59.125786
-44.33445,234.178619,-60.976158
-44.477814,234.18335,-62.763588
-44.621326,234.211884,-64.27256
-44.742157,234.218094,-65.672028
-44.863159,234.279465,-67.026955
-44.915272,234.257629,-68.266899
-44.953671,234.102966,-69.365334
-45.023804,234.159286,-70.286545
-45.005817,234.302902,-71.053589
-44.921562,234.138168,-71.843903
-44.871124,234.255493,-72.163635
-44.672119,234.046982,-72.479813
-44.283531,234.06633,-72.483284
-44.072674,234.150223,-72.165634
-43.734638,234.342392,-71.585068
-43.439503,234.463516,-70.923569
-43.194176,234.7435,-69.905663
-42.807171,234.619141,-68.838882
-42.25066,234.733627,-67.45475
-41.774597,234.755646,-65.818855
-41.171764,235.101212,-63.805557
-40.515083,234.921982,-61.752201
-39.741272,234.985062,-59.129063
-39.093296,234.859619,-56.284065
-38.369232,234.791412,-53.221962
-37.556126,234.822433,-49.68251
-37.010521,235.097549,-46.081062
-36.206348,235.06662,-42.194302
-35.615929,234.936935,-38.32317
-34.925488,234.960007,-34.2616
-34.279675,235.067154,-29.898682
-33.557831,235.249191,-25.454697
-32.908077,235.302551,-20.899796
-32.311562,235.323135,-16.276142
-31.724882,235.442795,-11.390198
-31.17477,235.441559,-6.664125
-30.696188,235.58754,-1.79541
-30.266708,235.545792,3.017595
-30.031513,235.821243,7.906912
-29.682034,235.740738,12.670334
-29.439756,235.827057,17.401962
-29.325018,235.739227,21.795116
-29.311918,235.825043,26.027609
-29.369717,235.903,29.97765
-29.537634,235.954803,33.807976
-29.854942,236.175781,37.465542
-30.089754,236.139175,41.015865
-30.493807,236.195892,44.52338
-30.872543,236.252853,48.058941
-31.300362,236.208344,51.447208
-31.751175,236.201065,54.765564
-32.305786,236.190033,58.111305
-32.893398,236.311127,61.327164
-33.474552,236.319214,64.570847
-34.067204,236.286316,67.756493
-34.684277,236.389542,70.877228
-35.346626,236.29306,73.903015
-36.141663,236.400681,76.907997
-36.894665,236.394012,79.825958
-37.685387,236.409424,82.544983
-38.527351,236.434219,85.23465
-39.429985,236.501602,87.877419
-40.314945,236.575363,90.459167
-41.202862,236.463409,93.029633
-42.160889,236.489609,95.514725
-43.230038,236.529495,97.861938
-44.332901,236.560944,100.151299
-45.532745,236.518112,102.286781
-46.817009,236.615585,104.270088
-48.245579,236.704605,106.131775
-49.663429,236.788895,107.850967
-51.079494,236.782211,109.470016
-52.525524,236.871887,110.96756
-53.952305,236.935501,112.338203
-55.626347,237.166306,113.548752
-57.044556,237.155029,114.58551
-58.554234,237.145935,115.455185
-60.102215,237.135757,116.255142
-61.639267,237.119232,116.921516
-63.280502,237.165771,117.544273
-64.967773,237.430939,118.029266
-66.579498,237.340469,118.473396
-68.10611,237.385727,118.69146
-69.631401,237.401108,118.81295
-71.266846,237.371628,118.817276
-72.96048,237.455795,118.751686
-74.685593,237.499649,118.734962
-76.526169,237.499115,118.861603
-78.523071,237.470947,118.932327
-80.456123,237.674255,119.075935
-82.448746,237.543442,119.420982
-84.524315,237.72406,119.644325
-86.628487,237.68454,120.102646
-88.760704,237.662506,120.536652
-90.801453,237.583862,120.992004
-93.144142,236.680206,122.078804
-95.583389,237.625366,122.473747
-97.745842,237.7789,122.795853
-99.939484,237.743973,123.180214
-102.093529,237.816788,123.472214
-104.30233,237.973129,123.671707
-106.575325,237.856354,123.927147
-108.740509,238.007935,124.093353
-110.870613,238.050491,124.046326
-112.947479,238.139267,124.052498
-115.070946,238.031631,124.068916
-117.143501,238.120407,123.78183
-119.076851,238.313766,123.354881
-121.083664,238.071198,123.166618
-122.902809,238.257858,122.659477
-124.683388,238.235443,122.088196
-126.315292,238.257645,121.264038
-127.864868,238.321777,120.465546
-129.361542,238.302795,119.419273
-130.809082,238.299194,118.279068
-132.237045,238.376495,117.156029
-133.699081,238.382935,115.843117
-135.173172,238.385468,114.460167
-136.67659,238.466171,112.973091
-138.033783,238.556412,111.276535
-139.462021,238.530365,109.70208
-140.944565,238.701797,108.000038
-142.391815,238.685547,106.341202
-143.763672,238.694077,104.585556
-145.194901,238.734589,102.882904
-146.714096,238.595718,101.242226
-148.185059,238.614914,99.595924
-149.574417,238.577148,98.040192
-150.842636,238.606949,96.483635
-152.175766,238.654297,95.142128
-153.333984,238.778915,94.052292
-154.476654,238.818512,92.895195
-155.358887,238.88652,91.922356
-156.0177,239.02655,90.931503
-156.358475,239.15007,89.938568
-156.513062,239.363037,89.183151
-156.548035,239.269226,88.368637
-156.315414,239.447571,87.619286
-155.848053,239.618179,87.064949
-155.393448,239.593063,86.438805
-154.609253,239.716949,85.753448
-153.637146,239.654938,84.989555
-152.732635,239.630966,84.186859
-151.530289,239.50885,83.220757
-150.383469,239.507507,82.189705
-149.413559,239.57692,81.269104
-148.5392,239.483673,80.172012
-147.782104,239.2715,79.086517
-146.990829,239.363571,77.898438
-146.230911,239.369141,76.539017
-145.519882,239.501587,75.257538
-145.051743,239.377304,73.670921
-144.528488,239.350327,72.055992
-144.263916,239.361343,70.268471
-143.943436,239.234375,68.199936
-143.780182,239.175537,66.089722
-143.756058,239.081802,63.909695
-143.597717,239.079391,61.349701
-143.566528,239.1931,58.837616
-143.584915,239.066528,55.922535
-143.771744,239.041779,52.966991
-144.02829,239.061432,49.937069
-144.182022,239.035278,46.719883
-144.405487,238.851303,43.421757
-144.603256,238.836639,40.093605
-144.70076,238.849487,36.67062
-144.707855,238.865753,33.195957
-144.780807,238.797104,29.727812
-144.757889,238.605698,26.135534
-144.725235,238.435287,22.421385
-144.484451,238.334351,18.825588
-144.141983,238.071472,14.952972
-143.54837,237.856171,11.221429
-143.070618,237.686508,7.512854
-142.34137,237.697281,3.895
-141.64621,237.681244,0.427615
-141.03186,237.579605,-3.221792
-140.574585,237.552872,-6.865578
-140.012161,237.545197,-10.371211
-139.499695,237.426971,-13.87326
-138.909622,237.749176,-16.981586
-138.284698,237.153656,-20.691502
-137.722748,237.325272,-23.892748
-137.265839,237.546082,-27.024269
-136.908966,236.955185,-30.755358
-136.394409,236.745071,-34.292934
-135.936829,236.731415,-37.670647
-135.526886,236.634949,-40.932144
-135.158768,236.540268,-44.337059
-134.805176,236.493607,-47.586338
-134.499252,236.403061,-50.779648
-134.179352,236.392654,-53.74715
-133.716965,236.345383,-56.689968
-133.399948,236.193008,-59.542213
-132.609924,235.972351,-62.118221
-131.471405,235.529984,-64.168236
-130.244263,235.350647,-65.692429
-129.041702,235.395218,-66.63208
-127.729355,235.427963,-67.414482
-126.434166,235.513443,-67.923553
-125.150841,235.656586,-68.07354
-123.832466,235.834915,-68.152847
-122.635132,235.994843,-68.331879
-121.639534,236.136673,-68.656082
-120.548431,236.210999,-69.031433
-119.483055,236.111343,-69.719536
-118.416992,236.044922,-70.470352
-117.467552,235.77562,-71.336357
-116.497696,235.747238,-72.079361
-115.527649,235.541321,-73.037308
-114.720238,235.421951,-73.786705
-113.883446,235.273239,-74.462181
-113.118584,235.330017,-74.678719
-112.396942,235.41507,-74.764877
-111.686272,235.516602,-74.714096
-110.847595,235.772842,-74.501488
-110.0028,235.893402,-74.262054
-109.0205,236.137085,-73.976669
-108.061371,236.2453,-73.621216
-106.595306,236.292633,-72.807373
-105.035736,236.225372,-71.742058
-103.510368,236.177383,-70.394363
-101.949135,236.23938,-68.893585
-100.16597,236.267654,-67.137985
-98.12001,236.259048,-65.093666
-95.922653,236.191803,-62.773766
-93.649986,236.14415,-60.17345
-91.32325,236.198669,-57.327091
-89.081924,236.175217,-54.13604
-86.762383,236.069885,-50.793945
-84.35379,236.05043,-47.243744
-81.89695,235.817688,-43.917828
-79.419533,235.917755,-40.461208
-77.027977,235.923599,-37.090237
-74.664993,235.897934,-33.878109
-72.251999,236.100555,-30.809214
-69.935509,236.048782,-27.880306
-67.494667,235.999847,-25.221872
-65.054733,235.967316,-22.821362
-62.682278,235.888229,-20.62604
-60.394451,235.853607,-18.649187
-58.311653,235.859756,-16.956003
-56.300175,235.909073,-15.452105
-54.368267,235.918411,-14.308635
-52.513275,235.792923,-13.569694
-50.759933,235.712372,-13.311796
-49.174816,235.6241,-13.492441
-47.62043,235.437607,-14.092438
-46.25391,235.46962,-15.001686
-45.150379,235.383133,-16.058493
-44.340473,235.318756,-17.360821
-43.531845,235.231842,-18.792473
-42.822369,235.246445,-20.335281
-42.199333,235.174545,-22.09761
-41.68969,235.009827,-24.208307
-41.442791,235.030441,-26.535105
-41.391037,234.882721,-28.962
-41.36301,234.843475,-31.482176
-41.40641,234.782562,-33.894493
-41.360657,234.738953,-36.195862
-41.250648,234.653687,-38.383446
-41.475979,235.347549,-40.711857
-41.356632,235.220093,-42.626343
-41.353363,235.238205,-44.201916
-40.998798,235.233215,-45.357567
-40.624836,235.199448,-45.488361
-40.152313,235.166031,-45.263763
-39.554901,235.232193,-44.706825
-38.910793,235.42337,-43.987885
-38.080433,235.365906,-43.174496
-37.13422,235.330032,-42.23056
-36.237232,235.38356,-41.212513
-35.507618,235.461426,-40.359905
-34.584553,234.986649,-39.571785
-33.797287,234.988403,-39.38345
-33.187138,234.904419,-39.339558
-32.531757,234.839539,-39.755405
-31.925581,234.607666,-40.599716
-31.29637,234.321411,-41.859818
-30.924452,234.418533,-43.407166
-30.555328,234.392883,-45.108822
-30.252035,234.265686,-47.030869
-29.973143,234.096451,-49.055332
-29.788879,234.042282,-51.164841
-29.723194,233.954697,-53.276638
-29.626816,233.905502,-55.435577
-29.554583,233.866989,-57.582787
-29.587868,233.781769,-59.875252
-29.517317,233.969391,-62.075809
-29.44116,233.739761,-64.1325
-29.4461,233.650635,-66.202721
-29.284325,233.658371,-67.95874
-29.011873,233.918777,-69.313179
-28.771423,233.73262,-70.581902
-28.310287,233.68811,-71.265198
-27.737495,233.698105,-71.563057
-27.038231,233.596008,-71.648766
-26.380867,233.629593,-71.672188
-25.594744,233.555893,-71.566025
-24.695234,233.601746,-71.217545
-23.828365,233.622086,-70.85376
-22.86903,233.615128,-70.212677
-21.938971,233.662918,-69.596161
-20.882013,233.700226,-68.825699
-19.858797,233.649963,-68.076042
-18.68784,233.774124,-67.070427
-17.555868,233.862137,-66.000168
-16.317476,233.878006,-64.835091
-15.212484,233.968964,-63.537434
-14.007548,233.936264,-62.180504
-12.745068,233.879013,-60.767502
-11.599501,234.055313,-59.123219
-10.494015,234.039703,-57.619961
-9.460071,234.174316,-55.893501
-8.408442,234.145065,-54.069641
-7.447314,234.290939,-52.10342
-6.61951,234.290176,-50.197399
-5.698512,234.273788,-48.174713
-4.876784,234.24791,-46.141941
-4.050131,234.214905,-44.037094
-3.181857,234.139236,-41.717518
-2.431731,234.182861,-39.304169
-1.681064,234.312576,-36.607151
-0.954752,234.462173,-33.743168
-0.247948,234.382996,-30.742033
0.463141,234.4384,-27.734148
0.986987,234.489334,-24.722107
1.54588,234.492111,-21.840298
1.981583,234.534164,-19.04442
2.620265,234.354401,-16.39366
3.115599,234.318161,-13.378225
3.252325,233.953247,-11.003577
2.521974,234.121521,-9.241915
1.453931,234.624542,-8.405489
0.824842,234.691422,-8.801996
0.755101,234.637421,-9.917426
0.839185,234.344604,-10.86805
0.769726,234.451187,-11.450198
0.270802,234.458588,-11.869944
-0.38071,234.520172,-12.010624
-1.068126,234.756088,-11.725362
-1.78842,234.773239,-11.478178
-2.404669,234.764343,-11.165667
-3.109813,234.773727,-10.663314
-3.810075,234.844345,-10.110169
-4.571166,234.865067,-9.48274
-5.586495,234.834274,-8.785749
-6.562137,234.802063,-7.94609
-7.738951,234.962494,-6.908444
-9.063757,234.969574,-6.026752
-10.401339,234.988327,-5.214977
-11.900385,234.928619,-4.634912
-13.317004,234.889664,-3.949126
-14.844237,235.085602,-3.166641
-16.43926,235.104889,-2.462392
-18.082462,235.210403,-1.706066
-19.737158,235.234314,-1.021446
-21.412226,235.199631,-0.508741
-23.106686,235.199554,-0.174649
-24.988472,235.367447,0.125399
-26.741167,235.383789,0.244587
-28.671064,235.480438,0.381331
-30.644016,235.483948,0.253764
-32.669323,235.594147,0.179292
-34.750908,235.713669,0.168338
-36.779816,235.80571,0.093091
-38.989407,235.780045,0.016145
-41.299057,235.943924,0.030167
-43.573219,235.914017,-0.081243
-45.909748,235.915314,-0.159273
-48.261246,235.926407,-0.123448
-50.506104,236.0457,-0.162608
-52.790154,236.129074,-0.14966
-55.020424,236.119125,-0.026952
-57.225491,236.31987,0.216861
-59.31921,236.31221,0.546293
-61.47551,236.393356,0.929182
-63.472412,236.384171,1.441571
-65.370888,236.521225,2.070792
-67.226784,236.573166,2.758731
-68.728439,236.629547,3.507301
-70.160927,236.702332,4.30296
-71.264542,236.744843,5.263974
-72.138794,236.835831,6.234436
-72.895767,236.911606,7.390641
-73.285522,236.850708,8.60312
-73.385872,236.891479,9.939821
-73.178108,236.888626,11.334148
-72.726082,236.78363,12.764883
-71.897896,236.908768,14.184152
-71.011856,236.801132,15.770025
-69.827286,236.867905,17.251102
-68.489235,236.847,18.832287
-67.089897,236.852936,20.38648
-65.542763,236.861633,21.825798
-63.922272,236.788315,23.194956
-62.217953,236.786591,24.461147
-60.459648,236.742828,25.650936
-58.685879,236.741714,26.698635
-56.894871,236.746948,27.698196
-55.094082,236.670074,28.620708
-53.275139,236.648239,29.411768
-51.513424,236.553848,30.104805
-49.657707,236.463455,30.738485
-47.893616,236.49086,31.307571
-46.065361,236.375183,31.768162
-44.233967,236.333115,32.155231
-42.47205,236.210678,32.452244
-40.770699,236.135971,32.537605
-38.988411,236.10997,32.658745
-37.343857,236.081558,32.645939
-35.723228,235.97905,32.619671
-34.271553,235.926956,32.573582
-32.830219,235.88414,32.574764
-31.40251,235.78006,32.550575
-29.989487,235.66304,32.609898
-28.72892,235.650452,32.688259
-27.503933,235.641235,32.81683
-26.55409,235.664917,33.116489
-25.607172,235.496826,33.381519
-24.859966,235.542099,33.80122
-24.270067,235.531296,34.361145
-23.960526,235.53299,35.11869
-23.756676,235.534073,35.909866
-23.841955,235.588058,36.92569
-24.096905,235.574371,37.962982
-24.572905,235.73877,39.12553
-25.225277,235.837448,40.260895
-26.076826,235.893173,41.39888
-27.14295,236.063568,42.456184
-28.415018,236.023453,43.588573
-29.843109,236.161682,44.669029
-31.481129,236.266586,45.712982
-33.313431,236.221008,46.76078
-35.272202,236.332199,47.650902
-37.286476,236.426636,48.498489
-39.372639,236.493332,49.357372
-41.532158,236.582458,50.184109
-43.631966,236.593597,50.925045
-45.674438,236.587219,51.604916
-47.668465,236.661865,52.250698
-49.57711,236.632523,52.787098
-51.317772,236.795242,53.263668
-52.82592,236.817688,53.643227
-54.166515,236.806061,53.967941
-55.15704,236.959549,54.337685
-55.93821,236.867905,54.590588
-56.352283,236.937637,54.839687
-56.453007,236.8918,55.034676
-56.207787,236.91629,55.27795
-55.700439,236.891617,55.590019
-54.857521,236.901596,55.982094
-53.844593,236.85376,56.431507
-52.55537,236.776917,56.989548
-51.085548,236.800812,57.685825
-49.54192,236.65509,58.356224
-47.767239,236.660767,59.19878
-45.940777,236.587982,60.066307
-44.119049,236.45256,61.006805
-42.223812,236.402344,61.990459
-40.370995,236.308563,63.088879
-38.612961,236.248322,64.214935
-36.906841,236.235367,65.574997
-35.273132,236.158417,66.925957
-33.693382,236.169983,68.450417
-32.298431,236.167618,70.030052
-31.031885,236.162506,71.563454
-30.067369,236.125916,73.192505
-29.196775,236.099701,74.70974
-28.715996,236.169907,76.300613
-28.45841,236.151901,77.937828
-28.472818,236.163254,79.582756
-28.685505,236.190399,81.272812
-29.119169,236.147522,83.060875
-29.733673,236.119263,84.923485
-30.56769,236.195511,86.868721
-31.547398,236.109436,88.883659
-32.688408,236.122162,90.895035
-33.920086,236.087769,93.10675
-35.398125,236.206314,95.271408
-36.869854,236.162292,97.575981
-38.592693,236.269821,99.954735
-40.212234,236.281418,102.376198
-42.027962,236.371368,104.772095
-43.867706,236.533218,107.236855
-45.82148,236.65036,109.647278
-47.800247,236.721054,111.999786
-49.813316,236.753708,114.381729
-51.77615,236.867233,116.658005
-53.953217,237.003464,118.932312
-55.994274,236.992676,121.062447
-58.130276,237.061432,123.126663
-60.39695,237.41835,124.877113
-62.444172,237.434952,126.568047
-64.209221,237.069473,128.407623
-66.298683,237.100616,129.750046
-68.325638,237.207855,130.836014
-70.359627,237.263947,131.802872
-72.256004,237.429321,132.579025
-74.391853,237.886368,132.851898
-76.469589,237.554245,133.722672
-78.420692,237.684036,134.101425
-80.652603,237.697662,134.456955
-82.790276,237.798462,134.371353
-84.901039,237.6922,134.355942
-86.874535,237.718185,133.950714
-88.874176,237.652512,133.480484
-90.955238,237.645462,132.990036
-93.196335,238.086761,132.156967
-95.780403,237.688095,131.663864
-98.172356,237.827835,130.849808
-100.540657,237.842239,130.122818
-103.077194,237.907135,129.423111
-105.456947,237.962967,128.681061
-107.93927,237.915817,127.819748
-110.263657,237.954971,126.941505
-112.554138,238.077911,126.018433
-114.733192,238.04837,125.049088
-116.903809,238.159454,124.031868
-118.96595,238.131134,123.007507
-120.867912,238.29332,121.79351
-122.774628,238.323807,120.643463
-124.398232,238.332779,119.487076
-126.052795,238.260742,118.295105
-127.506821,238.24173,117.026924
-128.87558,238.223907,115.735535
-129.990265,238.491745,114.211884
-131.258301,238.53746,112.801704
-132.521118,238.503998,111.38958
-133.742462,238.420517,109.939781
-134.832275,238.760269,108.263969
-136.154526,238.810959,106.664749
-137.440231,238.645111,105.150101
-138.746292,238.834625,103.268684
-140.202011,238.908615,101.50647
-141.729324,238.846054,99.765022
-143.077652,238.786423,97.652512
-144.483429,238.856308,95.717323
-145.686691,238.958313,93.559067
-147.044189,238.951004,91.359634
-148.182877,239.008698,89.155273
-149.41272,238.945282,86.899437
-150.283813,239.258682,84.802177
-151.303284,239.325439,82.624115
-152.201248,239.414932,80.461815
-153.044205,239.460526,78.330414
-153.630966,239.499451,76.261902
-154.275162,239.527466,74.155113
-154.816666,239.538544,72.110855
-155.378067,239.39299,70.221535
-155.626373,239.626343,68.381668
-156.099533,239.493988,66.556633
