A B C k_max k_min L W
0.1 0.21999999999999995 0.34999999999999987 5489893.6922942605 407879.4379901977 0.6884003642576589 0.010974368537152541
0.1 0.21999999999999995 0.3599999999999999 5183384.5204868335 240006.1967189444 0.6668821835207351 0.011097676048805941
0.1 0.21999999999999995 0.3699999999999999 4258695.112442313 146655.63150100526 0.6347353112650922 0.01122098356045934
0.1 0.21999999999999995 0.3799999999999999 3089572.610800766 91136.05329388741 0.5897395800513663 0.01134429107211274
0.1 0.21999999999999995 0.3899999999999999 2007936.8396705333 56235.815743590836 0.5281384800697088 0.01146759858376614
0.1 0.21999999999999995 0.3999999999999998 1142042.8261475924 33218.221623573 0.4427061959178986 0.011590906095419538
0.1 0.21999999999999995 0.4099999999999998 488034.3285991788 17214.81220882931 0.3152641046362056 0.011714213607072936
0.1 0.22999999999999995 0.30999999999999994 2326239.5786023485 2423620.8517277814 0.695650017001841 0.010727753513845745
0.1 0.22999999999999995 0.3199999999999999 2899015.437251753 3354096.01814716 0.7151556910961974 0.010851061025499143
0.1 0.22999999999999995 0.32999999999999985 3612849.185732716 2471981.313002257 0.7266499744572474 0.010974368537152541
0.1 0.22999999999999995 0.33999999999999986 4423637.732314482 1281112.0073041096 0.7302347534598226 0.011097676048805941
0.1 0.22999999999999995 0.34999999999999987 5163581.6475312095 663821.2307834418 0.7257083584896341 0.01122098356045934
0.1 0.22999999999999995 0.3599999999999999 5513959.578515383 369341.7188993156 0.7125547630035419 0.01134429107211274
0.1 0.22999999999999995 0.3699999999999999 5189742.610625462 218179.71142780915 0.6898781208835192 0.01146759858376614
0.1 0.22999999999999995 0.3799999999999999 4256187.489954282 133906.22346409393 0.6562517624944175 0.011590906095419538
0.1 0.22999999999999995 0.3899999999999999 3086971.156595908 83566.92344246835 0.6093975660530786 0.011714213607072938
0.1 0.22999999999999995 0.3999999999999998 2007835.331205499 51770.206690463274 0.5454544958097003 0.011837521118726336
0.1 0.22999999999999995 0.4099999999999998 1143406.5165677092 30696.262334326348 0.4569870409475081 0.011960828630379736
0.1 0.22999999999999995 0.4199999999999998 489267.4683722926 15971.969534580572 0.32527248891037086 0.012084136142033136
0.1 0.23999999999999994 0.3199999999999999 2353463.1606929433 2554516.291918285 0.7214148324463534 0.011097676048805941
0.1 0.23999999999999994 0.32999999999999985 2931707.077821415 3460289.9799280134 0.7411613525906042 0.01122098356045934
0.1 0.23999999999999994 0.33999999999999986 3650728.118467149 2347706.716865823 0.752601759259292 0.01134429107211274
0.1 0.23999999999999994 0.34999999999999987 4463772.591234575 1170064.6117404804 0.7558570255110442 0.01146759858376614
0.1 0.23999999999999994 0.3599999999999999 5199088.732240779 602067.3436319694 0.7507327846444491 0.011590906095419538
0.1 0.23999999999999994 0.3699999999999999 5536711.704658133 335681.15156389144 0.7367091617494244 0.011714213607072938
0.1 0.23999999999999994 0.3799999999999999 5198210.139056053 199109.68062257706 0.7128740582463028 0.011837521118726338
0.1 0.23999999999999994 0.3899999999999999 4257251.814868201 122726.6822599813 0.6777682137237426 0.011960828630379738
0.1 0.23999999999999994 0.3999999999999998 3087409.013407062 76899.22512722437 0.6290555520547911 0.012084136142033134
0.1 0.23999999999999994 0.4099999999999998 2009596.0341559711 47817.30633910246 0.5627705115496906 0.012207443653686534
0.1 0.23999999999999994 0.4199999999999998 1145663.301971539 28452.706160065307 0.4712678859771176 0.012330751165339934
0.1 0.23999999999999994 0.4299999999999998 490802.0222702728 14859.999575698492 0.33528087318453603 0.012454058676993333
0.1 0.24999999999999992 0.32999999999999985 2376662.8780448264 2688716.002438523 0.747179647890866 0.011467598583766139
0.1 0.24999999999999992 0.33999999999999986 2959686.3692984255 3538885.526338207 0.7671670140850111 0.011590906095419538
0.1 0.24999999999999992 0.34999999999999987 3683352.4028409873 2212776.274761677 0.7785535440613365 0.011714213607072936
0.1 0.24999999999999992 0.3599999999999999 4498714.085378089 1068472.1449075523 0.781479297562266 0.011837521118726336
0.1 0.24999999999999992 0.3699999999999999 5230741.334362907 547579.505253047 0.7757572107992637 0.011960828630379736
0.1 0.24999999999999992 0.3799999999999999 5558397.049209164 306176.6985862659 0.7608635604953071 0.012084136142033136
0.1 0.24999999999999992 0.3899999999999999 5208488.741869198 182368.81832859621 0.7358699956090868 0.012207443653686536
0.1 0.24999999999999992 0.3999999999999998 4261319.327639363 112874.23834750737 0.6992846649530678 0.012330751165339932
0.1 0.24999999999999992 0.4099999999999998 3090387.0616295454 70996.33125527269 0.6487135380565032 0.012454058676993332
0.1 0.24999999999999992 0.4199999999999998 2012910.4790801697 44301.54729110317 0.5800865272896805 0.01257736618864673
0.1 0.24999999999999992 0.4299999999999998 1148664.3147249252 26447.862992535287 0.4855487310067268 0.01270067370030013
0.1 0.24999999999999992 0.43999999999999984 492586.92282017856 13861.036019525633 0.34528925745870076 0.01282398121195353
0.1 0.2599999999999999 0.32999999999999985 1941871.0446425874 1470503.8239082254 0.7432783903750769 0.011714213607072936
0.1 0.2599999999999999 0.33999999999999986 2396378.8432729985 2826004.565833185 0.7729444633353781 0.011837521118726334
0.1 0.2599999999999999 0.34999999999999987 2983577.9778108676 3587213.9300958565 0.7931726755794184 0.011960828630379734
0.1 0.2599999999999999 0.3599999999999999 3711419.436754164 2073213.955085994 0.8045053288633813 0.012084136142033134
0.1 0.2599999999999999 0.3699999999999999 4529166.790895702 976320.1843516023 0.8071015696134876 0.012207443653686534
0.1 0.2599999999999999 0.3799999999999999 5259087.858582334 499461.6084103081 0.8007816369540786 0.012330751165339934
0.1 0.2599999999999999 0.3899999999999999 5579182.266285052 280219.0793720596 0.7850179592411897 0.012454058676993333
0.1 0.2599999999999999 0.3999999999999998 5220302.564640329 167605.4079132303 0.758865932971871 0.01257736618864673
0.1 0.2599999999999999 0.4099999999999998 4267909.998183867 104150.225624167 0.7208011161823928 0.01270067370030013
0.1 0.2599999999999999 0.4199999999999998 3095492.182925384 65746.30232856792 0.6683715240582153 0.01282398121195353
0.1 0.2599999999999999 0.4299999999999998 2017524.1812709395 41160.76017264351 0.5974025430296711 0.012947288723606929
0.1 0.2599999999999999 0.43999999999999984 1152286.4028300797 24648.89129005049 0.49982957603633615 0.013070596235260327
0.1 0.2599999999999999 0.44999999999999984 494579.7265075808 12960.177746010455 0.3552976417328653 0.013193903746913727
0.1 0.2699999999999999 0.33999999999999986 1955590.358426412 1499933.1102747794 0.7684742680149104 0.012084136142033134
0.1 0.2699999999999999 0.34999999999999987 2413074.2231318643 2966062.479571067 0.7987092787798908 0.012207443653686534
0.1 0.2699999999999999 0.3599999999999999 3003916.9952748856 3603984.336138379 0.8191783370738259 0.012330751165339934
0.1 0.2699999999999999 0.3699999999999999 3735522.3712437847 1933791.5247430168 0.8304571136654257 0.012454058676993333
0.1 0.2699999999999999 0.3799999999999999 4555719.741217085 893192.6144065363 0.8327238416647094 0.01257736618864673
0.1 0.2699999999999999 0.3899999999999999 5284570.092487391 456898.53211622045 0.8258060631088935 0.012700673700300133
0.1 0.2699999999999999 0.3999999999999998 5599179.479962171 257295.5485285853 0.8091723579870727 0.01282398121195353
0.1 0.2699999999999999 0.4099999999999998 5233401.801588683 154528.89661079124 0.7818618703346549 0.012947288723606929
0.1 0.2699999999999999 0.4199999999999998 4276617.725196383 96391.07235245215 0.742317567411718 0.013070596235260327
0.1 0.2699999999999999 0.4299999999999998 3102380.330262645 61056.783358038 0.6880295100599274 0.013193903746913727
0.1 0.2699999999999999 0.43999999999999984 2023225.7339019915 38343.4303598374 0.6147185587696617 0.013317211258567127
0.1 0.2699999999999999 0.44999999999999984 1156427.0078857117 23028.424869231003 0.5141104210659457 0.013440518770220527
0.1 0.2699999999999999 0.45999999999999985 496744.946330224 12144.9142200926 0.36530602600703077 0.013563826281873926
0.1 0.2799999999999999 0.34999999999999987 1967123.2434902193 1528771.0547900645 0.7936701456547429 0.012454058676993333
0.1 0.2799999999999999 0.3599999999999999 2427146.9138898584 3108455.0119140167 0.8244740942244035 0.01257736618864673
0.1 0.2799999999999999 0.3699999999999999 3021162.8946573613 3589415.009592628 0.8451839985682328 0.012700673700300133
0.1 0.2799999999999999 0.3799999999999999 3756167.650020734 1798018.1465325318 0.8564088984674704 0.01282398121195353
0.1 0.2799999999999999 0.3899999999999999 4578868.606690737 818454.7916170304 0.8583461137159314 0.01294728872360693
0.1 0.2799999999999999 0.3999999999999998 5307547.858744407 419166.51924298407 0.8508304892637089 0.013070596235260327
0.1 0.2799999999999999 0.4099999999999998 5618463.997707503 236975.21099166828 0.8333267567329554 0.013193903746913727
0.1 0.2799999999999999 0.4199999999999998 5247563.362816505 142898.26838711658 0.8048578076974386 0.013317211258567127
0.1 0.2799999999999999 0.4299999999999998 4287098.094839746 89461.2942308682 0.7638340186410432 0.013440518770220527
0.1 0.2799999999999999 0.43999999999999984 3110763.3770442335 56851.073479240586 0.7076874960616399 0.013563826281873926
0.1 0.2799999999999999 0.44999999999999984 2029838.4235724455 35806.58556075506 0.6320345745096518 0.013687133793527324
0.1 0.2799999999999999 0.45999999999999985 1161000.213247632 21563.510884113482 0.5283912660955553 0.013810441305180726
0.1 0.2799999999999999 0.46999999999999986 499052.75400608865 11404.677359408128 0.3753144102811957 0.013933748816834126
0.1 0.2899999999999999 0.3599999999999999 1976761.506914886 1557095.3813395407 0.8188660232945768 0.01282398121195353
0.1 0.2899999999999999 0.3699999999999999 2438939.3829601826 3252621.626756763 0.8502389096689164 0.01294728872360693
0.1 0.2899999999999999 0.3799999999999999 3035711.193574869 3545184.4989322834 0.8711896600626401 0.013070596235260327
0.1 0.2899999999999999 0.3899999999999999 3773789.3473902512 1668277.7822243366 0.8823606832695151 0.01319390374691373
0.1 0.2899999999999999 0.3999999999999998 4599033.176111314 751374.9776850848 0.883968385767153 0.013317211258567127
0.1 0.2899999999999999 0.4099999999999998 5328317.480929831 385632.45898360776 0.8758549154185238 0.013440518770220527
0.1 0.2899999999999999 0.4199999999999998 5637086.48555404 218895.82757059712 0.8574811554788383 0.013563826281873926
0.1 0.2899999999999999 0.4299999999999998 5262589.955720797 132512.71320475277 0.8278537450602228 0.013687133793527324
0.1 0.2899999999999999 0.43999999999999984 4299058.287714005 83248.0194421152 0.7853504698703684 0.013810441305180726
0.1 0.2899999999999999 0.44999999999999984 3120398.8094417206 53065.074970525246 0.7273454820633518 0.013933748816834126
0.1 0.2899999999999999 0.45999999999999985 2037213.714627809 33514.15455827762 0.6493505902496427 0.014057056328487525
0.1 0.2899999999999999 0.46999999999999986 1165933.6619571242 20234.78087493329 0.5426721111251651 0.014180363840140925
0.1 0.2899999999999999 0.47999999999999976 501477.95959825144 10730.48888344737 0.3853227945553634 0.014303671351794323
0.11 0.1 0.24999999999999992 4710766.76088986 1278068.2922917788 0.41041355970127824 0.006905220652590364
0.11 0.1 0.2599999999999999 5158566.143197136 922313.2676458763 0.40017043476126846 0.007028528164243763
0.11 0.1 0.2699999999999999 4713505.898760586 610168.3927495925 0.38338469211219944 0.007151835675897162
0.11 0.1 0.2799999999999999 3548261.496077645 382888.22833815956 0.35853128253019867 0.007275143187550561
0.11 0.1 0.2899999999999999 2269709.7917283922 230214.38779829943 0.32311939987870253 0.007398450699203961
0.11 0.1 0.29999999999999993 1241085.8666605102 129986.26020545204 0.2724657441300502 0.007521758210857361
0.11 0.1 0.30999999999999994 507483.4938472013 63131.84649586627 0.19497153425371785 0.007645065722510759
0.11 0.11 0.24999999999999992 4171914.58135479 1543777.7126421782 0.4395482774822987 0.007151835675897163
0.11 0.11 0.2599999999999999 4942056.546179956 1182500.2129891794 0.4338657631127801 0.007275143187550561
0.11 0.11 0.2699999999999999 5160202.879980533 812165.0326274745 0.42240212558133894 0.007398450699203961
0.11 0.11 0.2799999999999999 4533521.793682542 524228.4324581648 0.404108188983129 0.007521758210857361
0.11 0.11 0.2899999999999999 3351988.186480359 326576.6194373932 0.37740135003178776 0.007645065722510759
0.11 0.11 0.29999999999999993 2144918.9948396934 196821.46447156995 0.3396896255135077 0.007768373234164159
0.11 0.11 0.30999999999999994 1183301.212273641 111963.18803218091 0.28608903133655245 0.007891680745817559
0.11 0.11 0.3199999999999999 489074.3458072325 55015.94819725116 0.2044823408026799 0.008014988257470958
0.11 0.12 0.2599999999999999 4446062.93090408 1490936.9372900405 0.4639676262313154 0.007521758210857361
0.11 0.12 0.2699999999999999 5090694.767568625 1074535.243514377 0.45731796652428164 0.007645065722510759
0.11 0.12 0.2799999999999999 5121472.56512619 711627.041086686 0.4446338164014094 0.007768373234164159
0.11 0.12 0.2899999999999999 4375524.956662467 452386.1738201653 0.4248316858540589 0.007891680745817559
0.11 0.12 0.29999999999999993 3198874.38500994 281112.2789236222 0.39627141753337713 0.008014988257470958
0.11 0.12 0.30999999999999994 2050322.8335719195 170104.68071972724 0.35625985114831316 0.008138295769124358
0.11 0.12 0.3199999999999999 1139571.5284224001 97485.92377514543 0.29971231854305536 0.008261603280777756
0.11 0.12 0.32999999999999985 475096.3923461314 48411.50797707934 0.2139931473516423 0.008384910792431154
0.11 0.13 0.2599999999999999 3854990.61934811 1817096.3174253884 0.4904855546968046 0.007768373234164159
0.11 0.13 0.2699999999999999 4657794.214191535 1407663.2025491374 0.488386974980332 0.007891680745817559
0.11 0.13 0.2799999999999999 5184339.523209205 965099.1138861912 0.48077016993578336 0.008014988257470958
0.11 0.13 0.2899999999999999 5066508.797439158 623006.1362561298 0.4668655072214799 0.008138295769124358
0.11 0.13 0.29999999999999993 4241951.74556743 392635.6166126557 0.44555518272498845 0.008261603280777756
0.11 0.13 0.30999999999999994 3078863.297803574 244095.84279291797 0.41514148503496673 0.008384910792431156
0.11 0.13 0.3199999999999999 1977651.7355107972 148428.9191116535 0.37283007678311914 0.008508218304084556
0.11 0.13 0.32999999999999985 1106082.3641875542 85674.86737798218 0.3133356057495584 0.008631525815737954
0.11 0.13 0.33999999999999986 464412.777565101 42956.066015740806 0.2235039539006042 0.008754833327391354
0.11 0.13999999999999999 0.2699999999999999 4066296.041317322 1794756.6121531564 0.5156386600658711 0.008138295769124358
0.11 0.13999999999999999 0.2799999999999999 4821802.515826788 1305935.3337152475 0.5128063237293485 0.008261603280777756
0.11 0.13999999999999999 0.2899999999999999 5242575.627499316 861058.1264556458 0.5042223733472851 0.008384910792431156
0.11 0.13999999999999999 0.29999999999999993 5008138.450145585 546390.2251850845 0.48909719804155005 0.008508218304084556
0.11 0.13999999999999999 0.30999999999999994 4131178.8476584195 342924.7117301774 0.46627867959591807 0.008631525815737956
0.11 0.13999999999999999 0.3199999999999999 2984358.1410209057 213680.31608388206 0.4340115525365562 0.008754833327391354
0.11 0.13999999999999999 0.32999999999999985 1921309.5365983418 130619.65040499181 0.3894003024179241 0.008878140839044753
