A B C k_max k_min L W
0.1 0.11 0.13999999999999999 365139.1704830975 74363.71202975302 0.11971656656605963 0.005672145536056371
0.1 0.11 0.14999999999999997 458045.3882199299 115236.70309955164 0.1338430499425406 0.00579545304770977
0.1 0.11 0.15999999999999998 564163.5934757823 150703.79609675985 0.1469817873372487 0.00591876055936317
0.1 0.11 0.16999999999999998 686686.5252210373 180702.48699463243 0.15901784847110106 0.006042068071016569
0.1 0.11 0.17999999999999997 828725.179125271 205685.0751277723 0.1698259964945119 0.0061653755826699685
0.1 0.11 0.18999999999999995 992800.6084765741 226059.83523638095 0.17926745923235762 0.006288683094323368
0.1 0.11 0.19999999999999996 1179835.7659492597 242036.10504030492 0.18718564973348842 0.006411990605976767
0.1 0.11 0.20999999999999996 1387352.1960906973 253584.6757675287 0.19340029755248694 0.006535298117630167
0.1 0.11 0.21999999999999995 1606604.7165132891 260440.1279772324 0.1976991064759126 0.006658605629283566
0.1 0.11 0.22999999999999995 1770284.0902723093 262127.54763550733 0.19982541510134733 0.006781913140936966
0.1 0.11 0.23999999999999994 1671019.1244276005 258013.84838098843 0.1994590837881108 0.006905220652590364
0.1 0.11 0.24999999999999992 1532487.14861508 247388.61038280113 0.1961851931236964 0.007028528164243764
0.1 0.11 0.2599999999999999 1356484.7689268324 229574.94897156517 0.18943905579116121 0.007151835675897162
0.1 0.11 0.2699999999999999 1145270.1073976953 204055.36862523036 0.17840025852134145 0.007275143187550561
0.1 0.11 0.2799999999999999 901378.3082870677 170564.09863786635 0.16176029106180934 0.007398450699203961
0.1 0.11 0.2899999999999999 627461.2041867912 129014.59079644729 0.13710136465949374 0.007521758210857361
0.1 0.11 0.29999999999999993 326158.20134525944 78728.48926046796 0.09851743141115597 0.007645065722510759
0.1 0.12 0.1 119288.26045183581 478221.5950868005 0.15564559520846138 0.005425530512749572
0.1 0.12 0.11 178629.4791910984 158049.21575828863 0.09806573063073688 0.005548838024402971
0.1 0.12 0.12 239982.7721492203 19159.761378227973 9.020562075079397e-17 0.005672145536056371
0.1 0.12 0.13 305350.3315577599 2010.0204292873782 0.08892319372318615 0.00579545304770977
0.1 0.12 0.13999999999999999 376950.7962297031 36507.89089219622 0.10470948161444016 0.00591876055936317
0.1 0.12 0.14999999999999997 457213.8533922527 81323.72569001735 0.11971656656605956 0.006042068071016569
0.1 0.12 0.15999999999999998 548779.0280428923 122881.34166994249 0.13384304994254076 0.0061653755826699685
0.1 0.12 0.16999999999999998 654463.4809288012 158783.61188036474 0.14698178733724865 0.006288683094323368
0.1 0.12 0.17999999999999997 777146.4675674292 188932.7658720839 0.159017848471101 0.006411990605976766
0.1 0.12 0.18999999999999995 919485.6059363402 213681.94624304082 0.16982599649451185 0.006535298117630165
0.1 0.12 0.19999999999999996 1083328.0495577636 233364.60276243824 0.17926745923235757 0.006658605629283565
0.1 0.12 0.20999999999999996 1268612.7418134217 248153.94543110006 0.18718564973348845 0.006781913140936964
0.1 0.12 0.21999999999999995 1471515.0928611301 258026.9424925207 0.1934002975524869 0.006905220652590364
0.1 0.12 0.22999999999999995 1681682.4638037519 262772.484545778 0.19769910647591254 0.007028528164243764
0.1 0.12 0.23999999999999994 1693710.9409254792 262026.99590212555 0.1998254151013474 0.007151835675897163
0.1 0.12 0.24999999999999992 1584953.9159421055 255334.36700047282 0.19945908378811084 0.007275143187550561
0.1 0.12 0.2599999999999999 1443634.7045150993 242229.18822420304 0.19618519312369637 0.007398450699203961
0.1 0.12 0.2699999999999999 1271116.7367434744 222336.53109680413 0.18943905579116133 0.007521758210857361
0.1 0.12 0.2799999999999999 1069007.6144282264 195467.6239729206 0.17840025852134145 0.007645065722510759
0.1 0.12 0.2899999999999999 839054.8674502969 161664.52233728775 0.1617602910618094 0.007768373234164159
0.1 0.12 0.29999999999999993 583058.493423743 121079.95109188222 0.13710136465949374 0.007891680745817559
0.1 0.12 0.30999999999999994 302801.7973669127 73220.7002434347 0.09851743141115595 0.008014988257470958
0.1 0.13 0.1 159016.84919046191 892633.8608840758 0.20761237448739997 0.005672145536056371
0.1 0.13 0.11 210772.20953419746 458293.42251201975 0.16979519477286714 0.00579545304770977
0.1 0.13 0.12 264076.1818611734 145384.73365480278 0.10659318546819217 0.00591876055936317
0.1 0.13 0.13 320665.5223338693 16327.568770665981 3.608224830031759e-16 0.006042068071016569
0.1 0.13 0.13999999999999999 382473.70980791165 3596.6831955797757 0.08892319372318593 0.0061653755826699685
0.1 0.13 0.14999999999999997 451620.57047292375 41058.24716417386 0.10470948161443999 0.006288683094323368
0.1 0.13 0.15999999999999998 530416.6583354672 86814.40595302904 0.11971656656605947 0.006411990605976767
0.1 0.13 0.16999999999999998 621357.3673129533 128966.5626622788 0.1338430499425407 0.006535298117630167
0.1 0.13 0.17999999999999997 727072.4083534222 165315.88793830815 0.1469817873372486 0.006658605629283565
0.1 0.13 0.18999999999999995 850177.218892275 195661.28548840873 0.15901784847110118 0.006781913140936964
0.1 0.13 0.19999999999999996 992939.922756778 220245.92025613962 0.16982599649451177 0.006905220652590364
0.1 0.13 0.20999999999999996 1156628.8359442973 239333.11557053978 0.17926745923235754 0.007028528164243764
0.1 0.13 0.21999999999999995 1340351.0977268175 253069.79944106238 0.1871856497334883 0.007151835675897163
0.1 0.13 0.22999999999999995 1539178.338279409 261451.1077761682 0.19340029755248692 0.007275143187550563
0.1 0.13 0.23999999999999994 1702389.780351565 264331.76585828396 0.1976991064759126 0.007398450699203962
0.1 0.13 0.24999999999999992 1617550.9603897794 261466.34999421705 0.1998254151013473 0.007521758210857361
0.1 0.13 0.2599999999999999 1504335.6768264074 252571.6691083238 0.19945908378811075 0.007645065722510759
0.1 0.13 0.2699999999999999 1363518.2440970896 237405.3851558788 0.1961851931236964 0.007768373234164159
0.1 0.13 0.2799999999999999 1196074.709787727 215849.47814186438 0.18943905579116113 0.007891680745817559
0.1 0.13 0.2899999999999999 1003114.8571428033 187976.1063443521 0.17840025852134145 0.008014988257470958
0.1 0.13 0.29999999999999993 785823.6452760865 154053.69073773274 0.1617602910618093 0.008138295769124358
0.1 0.13 0.30999999999999994 545413.0786233166 114395.63325548936 0.1371013646594938 0.008261603280777756
0.1 0.13 0.3199999999999999 283084.4267878951 68629.07387108816 0.09851743141115643 0.008384910792431156
0.1 0.13999999999999999 0.1 191059.40356163878 1234599.7225659878 0.2500459844731771 0.00591876055936317
0.1 0.13999999999999999 0.11 236362.6506849613 891333.9768558686 0.22566562444282612 0.006042068071016569
0.1 0.13999999999999999 0.12 282676.4394602578 437170.7224124506 0.18394479433727257 0.0061653755826699685
0.1 0.13999999999999999 0.13 331543.6349295796 133941.01498714375 0.11512064030564736 0.006288683094323368
0.1 0.13999999999999999 0.13999999999999999 384684.8147252807 14079.78509481531 3.469446951953614e-17 0.006411990605976767
0.1 0.13999999999999999 0.14999999999999997 443980.7754649638 5209.958141549911 0.08892319372318616 0.006535298117630165
0.1 0.13999999999999999 0.15999999999999998 511477.502224408 44755.32086846607 0.10470948161444024 0.006658605629283565
0.1 0.13999999999999999 0.16999999999999998 589394.4365777881 91203.63048331488 0.1197165665660596 0.006781913140936964
0.1 0.13999999999999999 0.17999999999999997 680112.157304671 133906.9628658423 0.13384304994254093 0.006905220652590364
0.1 0.13999999999999999 0.18999999999999995 786104.9203215125 170706.4735163834 0.14698178733724848 0.007028528164243764
0.1 0.13999999999999999 0.19999999999999996 909763.4362880354 201269.96692303094 0.15901784847110115 0.007151835675897163
0.1 0.13999999999999999 0.20999999999999996 1053020.6488768554 225732.47999986043 0.16982599649451185 0.007275143187550563
0.1 0.13999999999999999 0.21999999999999995 1216648.5342352602 244294.57015163498 0.17926745923235765 0.007398450699203961
0.1 0.13999999999999999 0.22999999999999995 1399051.3077418094 257085.42493797524 0.1871856497334885 0.007521758210857361
0.1 0.13999999999999999 0.23999999999999994 1594391.6820252896 264127.02788087155 0.19340029755248692 0.007645065722510759
0.1 0.13999999999999999 0.24999999999999992 1634852.2545822754 265346.98015001847 0.1976991064759126 0.007768373234164159
0.1 0.13999999999999999 0.2599999999999999 1544723.5181651225 260620.04853049247 0.19982541510134727 0.007891680745817559
0.1 0.13999999999999999 0.2699999999999999 1430158.1515018272 249828.36847520087 0.19945908378811075 0.008014988257470958
0.1 0.13999999999999999 0.2799999999999999 1291700.7958525345 232930.84448419255 0.19618519312369634 0.008138295769124358
0.1 0.13999999999999999 0.2899999999999999 1130012.5200057395 210027.90977432602 0.1894390557911613 0.008261603280777756
0.1 0.13999999999999999 0.29999999999999993 945831.8925730394 181399.88313007355 0.17840025852134156 0.008384910792431156
0.1 0.13999999999999999 0.30999999999999994 739942.1773093243 147482.71904081482 0.16176029106180922 0.008508218304084556
0.1 0.13999999999999999 0.3199999999999999 513144.6244323936 108697.51079406147 0.13710136465949377 0.008631525815737954
0.1 0.13999999999999999 0.32999999999999985 266237.46528721065 64749.847575952124 0.09851743141115636 0.008754833327391354
0.1 0.14999999999999997 0.1 218305.11700451066 1280874.9200451432 0.2854377117459794 0.006165375582669968
0.1 0.14999999999999997 0.11 258135.79995604415 1279829.9752033576 0.27088314984594175 0.006288683094323367
0.1 0.14999999999999997 0.12 298367.7906102802 883279.4252068428 0.24371887439825202 0.006411990605976766
0.1 0.14999999999999997 0.13 340409.562845802 415071.8112844574 0.19809439390167788 0.006535298117630165
0.1 0.14999999999999997 0.13999999999999999 385830.2733746868 123507.83543545964 0.12364809514310277 0.006658605629283565
0.1 0.14999999999999997 0.14999999999999997 436332.312998582 12266.051838234542 2.1510571102112408e-16 0.006781913140936964
0.1 0.14999999999999997 0.15999999999999998 493752.93879969366 6741.7365345224725 0.08892319372318641 0.006905220652590364
0.1 0.14999999999999997 0.16999999999999998 560078.9203515928 47768.35105761665 0.10470948161444008 0.007028528164243764
0.1 0.14999999999999997 0.17999999999999997 637456.0664209209 94772.03534415577 0.11971656656605972 0.007151835675897163
0.1 0.14999999999999997 0.18999999999999995 728170.1333760793 137999.6418327113 0.13384304994254087 0.007275143187550561
0.1 0.14999999999999997 0.19999999999999996 834564.0904266146 175241.14873103378 0.1469817873372487 0.007398450699203961
0.1 0.14999999999999997 0.20999999999999996 958836.1004755009 206027.12333416415 0.1590178484711011 0.007521758210857361
0.1 0.14999999999999997 0.21999999999999995 1102630.658933325 230391.81006141225 0.1698259964945118 0.007645065722510759
0.1 0.14999999999999997 0.22999999999999995 1266294.4965138806 248480.79439168345 0.1792674592323576 0.007768373234164159
0.1 0.14999999999999997 0.23999999999999994 1447636.9182252805 260412.5379331567 0.1871856497334884 0.007891680745817559
0.1 0.14999999999999997 0.24999999999999992 1640067.4691566576 266241.944405084 0.19340029755248694 0.008014988257470958
0.1 0.14999999999999997 0.2599999999999999 1569149.7025645233 265973.3154405417 0.19769910647591263 0.008138295769124356
0.1 0.14999999999999997 0.2699999999999999 1476557.579010207 259600.52247734606 0.19982541510134735 0.008261603280777756
0.1 0.14999999999999997 0.2799999999999999 1362540.4473136468 247161.61920276782 0.1994590837881107 0.008384910792431154
0.1 0.14999999999999997 0.2899999999999999 1227444.053427383 228796.12867019814 0.1961851931236965 0.008508218304084554
0.1 0.14999999999999997 0.29999999999999993 1071684.8425465487 204790.44344912496 0.18943905579116144 0.008631525815737954
0.1 0.14999999999999997 0.30999999999999994 895727.9920993111 175591.77423384343 0.17840025852134148 0.008754833327391354
0.1 0.14999999999999997 0.3199999999999999 700069.093742407 141760.58326056573 0.16176029106180945 0.008878140839044753
0.1 0.14999999999999997 0.32999999999999985 485219.23662927013 103789.34306298102 0.13710136465949405 0.009001448350698152
0.1 0.14999999999999997 0.33999999999999986 251693.1476209873 61434.418442006776 0.09851743141115629 0.00912475586235155
0.1 0.15999999999999998 0.1 242905.7993733228 1068560.5598895822 0.315200872386031 0.006411990605976767
0.1 0.15999999999999998 0.11 278161.37093018275 1347238.3777048243 0.30827272868565764 0.006535298117630167
0.1 0.15999999999999998 0.12 313126.05312760064 1318394.5386857314 0.29172031521870656 0.006658605629283566
0.1 0.15999999999999998 0.13 349125.95109359716 868646.0135229685 0.26177212435367825 0.006781913140936966
0.1 0.15999999999999998 0.13999999999999999 387634.9218689838 392366.58308732347 0.21224399346608344 0.006905220652590364
0.1 0.15999999999999998 0.14999999999999997 430233.2079913152 113953.99728213836 0.1321755499805583 0.007028528164243764
0.1 0.15999999999999998 0.15999999999999998 478602.00582032 10781.42221965066 3.8163916471489756e-16 0.007151835675897163
0.1 0.15999999999999998 0.16999999999999998 534539.198547563 8145.2993080180995 0.08892319372318616 0.007275143187550563
0.1 0.15999999999999998 0.17999999999999997 599980.7352236325 50244.73581111914 0.10470948161444005 0.007398450699203962
0.1 0.15999999999999998 0.18999999999999995 677010.150715123 97727.55441588366 0.11971656656605967 0.007521758210857361
0.1 0.15999999999999998 0.19999999999999996 767832.8754578283 141456.68754502418 0.1338430499425408 0.007645065722510759
0.1 0.15999999999999998 0.20999999999999996 874679.8246722146 179122.92784890908 0.14698178733724862 0.007768373234164159
0.1 0.15999999999999998 0.21999999999999995 999583.8217775684 210124.3384919501 0.15901784847110106 0.007891680745817559
0.1 0.15999999999999998 0.22999999999999995 1143941.3380409675 234403.65616471082 0.1698259964945118 0.008014988257470958
0.1 0.15999999999999998 0.23999999999999994 1307734.906569581 252058.85127992652 0.17926745923235743 0.008138295769124358
0.1 0.15999999999999998 0.24999999999999992 1488269.1527908384 263203.2996200578 0.18718564973348834 0.008261603280777756
0.1 0.15999999999999998 0.2599999999999999 1580766.701015508 267928.9327090077 0.193400297552487 0.008384910792431156
0.1 0.15999999999999998 0.2699999999999999 1506756.4267287909 266318.3161178012 0.19769910647591257 0.008508218304084556
0.1 0.15999999999999998 0.2799999999999999 1413521.0798087448 258481.3563093495 0.19982541510134738 0.008631525815737956
0.1 0.15999999999999998 0.2899999999999999 1301185.2894695466 244601.86470627907 0.19945908378811078 0.008754833327391355
0.1 0.15999999999999998 0.29999999999999993 1169934.1598880207 224981.0482438346 0.1961851931236965 0.008878140839044753
0.1 0.15999999999999998 0.30999999999999994 1019998.8470696023 200063.92650329712 0.18943905579116127 0.009001448350698153
0.1 0.15999999999999998 0.3199999999999999 851644.3677104174 170432.13861537748 0.17840025852134148 0.009124755862351551
0.1 0.15999999999999998 0.32999999999999985 665159.4393104584 136738.82639078045 0.1617602910618095 0.00924806337400495
0.1 0.15999999999999998 0.33999999999999986 460848.1255844988 99522.61918477768 0.13710136465949385 0.00937137088565835
0.1 0.15999999999999998 0.34999999999999987 239023.05641196165 58572.0662993383 0.09851743141115617 0.009494678397311749
0.1 0.16999999999999998 0.1 266420.3146715091 796059.56824069 0.34014434813774697 0.006658605629283566
0.1 0.16999999999999998 0.11 297987.0677717403 1112662.7823528447 0.33944709333880285 0.006781913140936966
0.1 0.16999999999999998 0.12 328463.04999959446 1411238.228226452 0.3311077456253362 0.0069052206525903655
0.1 0.16999999999999998 0.13 359138.3532639913 1349472.6763068568 0.31255748059147126 0.0070285281642437645
0.1 0.16999999999999998 0.13999999999999999 391445.5549664352 847998.9233793401 0.2798253743091045 0.007151835675897163
0.1 0.16999999999999998 0.14999999999999997 426898.7047464179 369474.31401355326 0.22639359303048961 0.007275143187550563
0.1 0.16999999999999998 0.15999999999999998 467076.3543287671 105191.51153537276 0.14070300481801384 0.007398450699203962
0.1 0.16999999999999998 0.16999999999999998 513634.09301770764 9550.847003683339 3.885780586188048e-16 0.007521758210857361
0.1 0.16999999999999998 0.17999999999999997 568331.4813164895 9406.908284135663 0.08892319372318695 0.007645065722510761
0.1 0.16999999999999998 0.18999999999999995 633058.4048647312 52304.388567897826 0.10470948161444003 0.007768373234164159
0.1 0.16999999999999998 0.19999999999999996 709843.8922787188 100222.1561787739 0.11971656656605957 0.007891680745817559
0.1 0.16999999999999998 0.20999999999999996 800824.1585837594 144429.94459267711 0.13384304994254068 0.008014988257470958
0.1 0.16999999999999998 0.21999999999999995 908133.949310412 182497.7302911021 0.1469817873372485 0.008138295769124358
0.1 0.16999999999999998 0.22999999999999995 1033664.1206269356 213700.7266876125 0.15901784847110104 0.008261603280777756
0.1 0.16999999999999998 0.23999999999999994 1178598.1875453622 237899.71666687445 0.16982599649451185 0.008384910792431156
0.1 0.16999999999999998 0.24999999999999992 1342606.8621106485 255151.68903331846 0.1792674592323575 0.008508218304084556
0.1 0.16999999999999998 0.2599999999999999 1522565.549037163 265569.43982442754 0.18718564973348836 0.008631525815737956
0.1 0.16999999999999998 0.2699999999999999 1523762.277699443 269284.5854845461 0.193400297552487 0.008754833327391355
0.1 0.16999999999999998 0.2799999999999999 1448345.000381665 266457.9557578925 0.19769910647591257 0.008878140839044753
0.1 0.16999999999999998 0.2899999999999999 1355622.6381158228 257311.21780824332 0.19982541510134733 0.009001448350698153
0.1 0.16999999999999998 0.29999999999999993 1245615.0985554038 242163.67575990476 0.19945908378811084 0.009124755862351553
0.1 0.16999999999999998 0.30999999999999994 1118382.6899746244 221461.12652812566 0.19618519312369648 0.009248063374004953
0.1 0.16999999999999998 0.3199999999999999 974018.3059252925 195784.25463138943 0.18943905579116121 0.009371370885658351
0.1 0.16999999999999998 0.32999999999999985 812640.8271599945 165823.42907845118 0.17840025852134148 0.009494678397311749
0.1 0.16999999999999998 0.33999999999999986 634389.5679818651 132300.68303651953 0.16176029106180925 0.009617985908965147
0.1 0.16999999999999998 0.34999999999999987 439419.6129143981 95783.09532502983 0.13710136465949396 0.009741293420618547
0.1 0.16999999999999998 0.3599999999999999 227897.90926428966 56078.7423335505 0.09851743141115638 0.009864600932271947
0.1 0.17999999999999997 0.1 289888.1339662967 569975.3884111532 0.3607074162231766 0.006905220652590364
0.1 0.17999999999999997 0.11 318717.2334534819 813694.6226255845 0.3653402257775802 0.007028528164243764
0.1 0.17999999999999997 0.12 345512.57241843047 1153583.6059909568 0.36369331429157437 0.007151835675897162
0.1 0.17999999999999997 0.13 371567.85922767926 1472907.8737773628 0.3539427625650144 0.007275143187550561
0.1 0.17999999999999997 0.13999999999999999 398327.49473913095 1372410.483686984 0.33339464596423596 0.007398450699203961
0.1 0.17999999999999997 0.14999999999999997 427297.716385932 822186.2196775988 0.2978786242645305 0.007521758210857361
0.1 0.17999999999999997 0.15999999999999998 460011.7983069309 346795.66761605075 0.2405431925948947 0.007645065722510759
0.1 0.17999999999999997 0.16999999999999998 498034.7609625408 97154.97867742598 0.14923045965546852 0.007768373234164159
0.1 0.17999999999999997 0.17999999999999997 542991.3228426802 8519.508413257056 3.3306690738754696e-16 0.007891680745817559
0.1 0.17999999999999997 0.18999999999999995 596602.0648247817 10529.793937844794 0.08892319372318502 0.008014988257470958
0.1 0.17999999999999997 0.19999999999999996 660713.5269612684 54041.34916396428 0.10470948161444008 0.008138295769124358
0.1 0.17999999999999997 0.20999999999999996 737305.8716081823 102366.38024110142 0.11971656656605967 0.008261603280777756
0.1 0.17999999999999997 0.21999999999999995 828455.0193301444 147028.89352827266 0.13384304994254073 0.008384910792431156
0.1 0.17999999999999997 0.22999999999999995 936212.9992667229 185471.84795421507 0.14698178733724865 0.008508218304084556
0.1 0.17999999999999997 0.23999999999999994 1062348.9649848985 216859.01176842247 0.15901784847110093 0.008631525815737956
0.1 0.17999999999999997 0.24999999999999992 1207863.9551896807 240978.28374482898 0.16982599649451194 0.008754833327391354
0.1 0.17999999999999997 0.2599999999999999 1372161.8427341322 257851.53581250724 0.17926745923235748 0.008878140839044752
0.1 0.17999999999999997 0.2699999999999999 1529851.1852782818 267594.5844595676 0.18718564973348834 0.009001448350698152
0.1 0.17999999999999997 0.2799999999999999 1469833.8013413027 270380.3279537219 0.19340029755248686 0.00912475586235155
0.1 0.17999999999999997 0.2899999999999999 1394127.4598455583 266446.798762649 0.19769910647591252 0.00924806337400495
0.1 0.17999999999999997 0.29999999999999993 1302635.0877687223 256122.47332078617 0.19982541510134735 0.00937137088565835
0.1 0.17999999999999997 0.30999999999999994 1195293.3786868458 239852.16170691993 0.1994590837881108 0.009494678397311749
0.1 0.17999999999999997 0.3199999999999999 1072068.0551565092 218210.97317269837 0.19618519312369648 0.009617985908965147
0.1 0.17999999999999997 0.32999999999999985 932949.8658251124 191895.95267487413 0.1894390557911613 0.009741293420618547
0.1 0.17999999999999997 0.33999999999999986 777951.1693923963 161685.72530117756 0.17840025852134145 0.009864600932271947
0.1 0.17999999999999997 0.34999999999999987 607102.9890135839 128353.27311270066 0.16176029106180922 0.009987908443925348
0.1 0.17999999999999997 0.3599999999999999 420452.4470513209 92481.59377856739 0.1371013646594939 0.010111215955578748
0.1 0.17999999999999997 0.3699999999999999 218060.51125726296 53889.58766775812 0.09851743141115595 0.010234523467232146
0.1 0.18999999999999995 0.1 313843.36861662404 405915.7239009174 0.3770820916689041 0.007151835675897162
0.1 0.18999999999999995 0.11 341035.77773419034 573031.5359288893 0.3864722316676892 0.007275143187550561
0.1 0.18999999999999995 0.12 365065.8673877792 827384.7472184073 0.3905361034174135 0.007398450699203961
0.1 0.18999999999999995 0.13 387259.3646920061 1191937.9488179865 0.38793953524434593 0.007521758210857361
0.1 0.18999999999999995 0.13999999999999999 409123.2443504567 1532159.5202923005 0.376777779504693 0.007645065722510759
0.1 0.18999999999999995 0.14999999999999997 432217.89623144805 1386782.683310251 0.35423181133700077 0.007768373234164159
0.1 0.18999999999999995 0.15999999999999998 458095.2243054204 792221.8984081895 0.3159318742199564 0.007891680745817559
0.1 0.18999999999999995 0.16999999999999998 488289.12944963336 324673.6082556632 0.25469279215930013 0.008014988257470958
0.1 0.18999999999999995 0.17999999999999997 524340.0407172692 89790.2091984487 0.15775791449292415 0.008138295769124356
0.1 0.18999999999999995 0.18999999999999995 567836.3452818117 7646.61237453269 7.355227538141662e-16 0.008261603280777756
0.1 0.18999999999999995 0.19999999999999996 620458.2258254555 11525.162969065199 0.08892319372318666 0.008384910792431154
0.1 0.18999999999999995 0.20999999999999996 684010.5179853598 55527.883155943004 0.10470948161444002 0.008508218304084554
0.1 0.18999999999999995 0.21999999999999995 760428.8795034067 104240.70220805386 0.11971656656605936 0.008631525815737954
0.1 0.18999999999999995 0.22999999999999995 851736.3621546323 149333.2373604201 0.13384304994254087 0.008754833327391354
0.1 0.18999999999999995 0.23999999999999994 959913.8600358915 188123.81850341323 0.14698178733724854 0.008878140839044752
0.1 0.18999999999999995 0.24999999999999992 1086626.4893364778 219676.30328937672 0.15901784847110106 0.009001448350698152
0.1 0.18999999999999995 0.2599999999999999 1232719.34505835 243713.99364714115 0.16982599649451185 0.00912475586235155
0.1 0.18999999999999995 0.2699999999999999 1397368.1728321975 260228.78711823616 0.17926745923235765 0.00924806337400495
0.1 0.18999999999999995 0.2799999999999999 1480167.486726552 269342.4038014594 0.18718564973348853 0.00937137088565835
0.1 0.18999999999999995 0.2899999999999999 1419321.7707785242 271269.8494257551 0.19340029755248697 0.009494678397311749
0.1 0.18999999999999995 0.29999999999999993 1344056.6212420159 266324.5934308635 0.19769910647591263 0.009617985908965147
0.1 0.18999999999999995 0.30999999999999994 1254220.3649619438 254936.6469279749 0.19982541510134738 0.009741293420618547
0.1 0.18999999999999995 0.3199999999999999 1149685.891210554 237666.83243045906 0.19945908378811064 0.009864600932271947
0.1 0.18999999999999995 0.32999999999999985 1030348.5012719041 215205.99805278808 0.19618519312369645 0.009987908443925346
0.1 0.18999999999999995 0.33999999999999986 896124.073632188 188351.28857284226 0.18943905579116121 0.010111215955578746
0.1 0.18999999999999995 0.34999999999999987 746947.4475145986 157953.17138011163 0.17840025852134148 0.010234523467232146
0.1 0.18999999999999995 0.3599999999999999 582770.9569559102 124821.93517037101 0.16176029106180942 0.010357830978885544
0.1 0.18999999999999995 0.3699999999999999 403563.06999716867 89547.58320728477 0.13710136465949369 0.010481138490538944
0.1 0.18999999999999995 0.3799999999999999 209307.10402210953 51953.81729888205 0.09851743141115588 0.010604446002192344
0.1 0.19999999999999996 0.1 338276.6175999924 291067.42750298703 0.38927677203066835 0.007398450699203961
0.1 0.19999999999999996 0.11 365177.2943242586 403120.05429682304 0.40308775316331114 0.007521758210857361
0.1 0.19999999999999996 0.12 387558.60026551044 572863.6725593443 0.41223704711220177 0.007645065722510759
0.1 0.19999999999999996 0.13 406786.8406328614 837908.8720100765 0.4157319810572464 0.007768373234164159
0.1 0.19999999999999996 0.13999999999999999 424474.87100513215 1228195.1100978637 0.4121857561971177 0.007891680745817559
0.1 0.19999999999999996 0.14999999999999997 442301.5101119411 1588820.5921854225 0.3996127964443711 0.008014988257470958
0.1 0.19999999999999996 0.15999999999999998 461909.24128380354 1392429.5450371304 0.37506897670976563 0.008138295769124358
0.1 0.19999999999999996 0.16999999999999998 484870.6984832393 759176.3343677308 0.33398512417538245 0.008261603280777756
0.1 0.19999999999999996 0.17999999999999997 512703.71526090946 303376.39116663847 0.2688423917237059 0.008384910792431154
0.1 0.19999999999999996 0.18999999999999995 546914.0561866695 83048.35928913708 0.16628536933037968 0.008508218304084554
0.1 0.19999999999999996 0.19999999999999996 589048.6225480862 6901.294209436623 3.677613769070831e-16 0.008631525815737954
0.1 0.19999999999999996 0.20999999999999996 640745.605727267 12407.241364084488 0.08892319372318566 0.008754833327391354
0.1 0.19999999999999996 0.21999999999999995 703769.2642253552 56818.93531875151 0.10470948161443953 0.008878140839044753
0.1 0.19999999999999996 0.22999999999999995 780014.3257630863 105903.9817765261 0.11971656656605972 0.009001448350698152
0.1 0.19999999999999996 0.23999999999999994 871457.3162552395 151401.66718135303 0.1338430499425407 0.00912475586235155
